,Verse,Transcription
5696,Pss17:49,οἱ λόγοι αὐτοῦ ὡς λόγοι ἁγίων ἐν μέσῳ λαῶν ἡγιασμένων.
5697,Pss17:50,"μακάριοι οἱ γενόμενοι ἐν ταῖς ἡμέραις ἐκείναις, ἰδεῖν τὰ ἀγαθὰ Ἰσραὴλ ἐν συναγωγῇ φυλῶν· ποιήσαι ὁ θεός."
5698,Pss17:51,ταχύναι ὁ θεὸς ἐπὶ Ἰσραὴλ τὸ ἔλεος αὐτοῦ· ῥύσεται ἡμᾶς ἀπὸ ἀκαθαρσίας ἐχθρῶν βεβήλων. Κύριος αὐτὸς βασιλεὺς ἡμῶν εἰς τὸν αἰῶνα καὶ ἔτι.
5699,Pss18:1,"Ψαλμὸς τῷ Σαλωμών· ἔτι τοῦ χριστοῦ κυρίου. Κύριε, τὸ ἔλεός σου ἐπὶ τὰ ἔργα τῶν χειρῶν σου εἰς τὸν αἰῶνα·"
5700,Pss18:2,"ἡ χρηστότης σου ἐπὶ δόματος πλουσίου ἐπὶ Ἰσραήλ· οἱ ὀφθαλμοί σου ἐπιβλέποντες ἐπ’ αὐτά, καὶ οὐχ ὑστερήσει ἐξ αὐτῶν,"
5701,Pss18:3,"τὰ ὦτά σου ἐπακούει εἰς δέησιν πτωχοῦ ἐν ἐλπίδι· τὰ κρίματά σου ἐπὶ πᾶσαν τὴν γῆν μετὰ ἐλέους,"
5702,Pss18:4,"καὶ ἀγάπη σου ἐπὶ σπέρμα Ἀβραάμ, υἱοὺς Ἰσραήλ. ἡ παιδία σου ἐφ’ ἡμᾶς ὡς υἱὸν πρωτότοκον μονογενῆ,"
5703,Pss18:5,ἀποστρέψαι ψυχὴν εὐήκοον ἀπὸ ἀμαθίας ἐν ἀγνοίᾳ.
5704,Pss18:6,"καθαρίσαι ὁ θεὸς Ἰσραὴλ εἰς ἡμέραν ἐλέους ἐν εὐλογίᾳ, εἰς ἡμέραν ἐκλογῆς ἐν ἀνάξει χριστοῦ αὐτοῦ."
5705,Pss18:7,"μακάριοι οἱ γενόμενοι ἐν ἡμέραις ἐκείναις, ἰδεῖν τὰ ἀγαθὰ Κυρίου, ἃ ποιήσει γενεᾷ τῇ ἐρχομένῃ·"
5706,Pss18:8,"ὑπὸ ῥάβδον παιδείας χριστοῦ κυρίου, ἐν φόβῳ θεοῦ αὐτοῦ, ἐν σοφίᾳ πνεύματος καὶ δικαιοσύνης καὶ ἰσχύος·"
5707,Pss18:9,"κατευθῦναι ἄνδρας ἐν ἔργοις δικαιοσύνης φόβῳ θεοῦ, καταστῆσαι πάντας αὐτοὺς ἐνώπιον Κυρίου."
5708,Pss18:10,γενεὰ ἀγαθὴ ἐν φόβῳ θεοῦ ἐν ἡμέραις ἐλέους. διάψαλμα.
5709,Pss18:11,"μέγας ἡμῶν ὁ θεὸς καὶ ἔνδοξος, ἐν ὑψίστοις κατοικῶν·"
5710,Pss18:12,"ὁ διατάξας ἐν πορίᾳ φωστῆρας εἰς καιροὺς ὡρῶν ἀφ’ ἡμερῶν εἰς ἡμέρας, καὶ οὐ παρέβησαν ἀπὸ ὁδοῦ ἧς ἐνετείλω αὐτοῖς."
5711,Pss18:13,"ἐν φόβῳ θεοῦ ἡ ὁδὸς αὐτῶν καθ’ ἑκάστην ἡμέραν, ἀφ’ ἧς ἡμέρας ἔκτισεν αὐτοὺς ὁ θεὸς καὶ ἕως αἰῶνος."
5712,Pss18:14,"καὶ οὐκ ἐπλανήθησαν ἀφ’ ἧς ἡμέρας ἔκτισεν αὐτούς· ἀπὸ γενεῶν ἀρχαίων οὐκ ἀπέστησαν ὁδῶν αὐτῶν, εἰ μὴ ὁ θεὸς ἐνετείλατο αὐτοῖς ἐν ἐπιταγῇ δούλων αὐτοῦ."
5713,1En1:1,"ΛΟΓΟΣ εὐλογίας Ἑνώχ, καθὼς εὐλόγησεν ἐκλεκτοὺς δικαίους οἵτινες ἔσονται εἰς ἡμέραν ἀνάγκης ἐξᾶραι πάντας τοὺς ἐχθρούς, καὶ σωθήσονται δίκαιοι."
5714,1En1:2,"Καὶ ἀναλαβὼν τὴν παραβολὴν αὐτοῦ εἶπεν Ἑνώχ Ἄνθρωπος δίκαιός ἐστιν, ὅρασις ἐκ θεοῦ αὐτῷ ἀνεῳγμένη ἦν· ἔχων τὴν ὅρασιν τοῦ ἁγίου καὶ τοῦ οὐρανοῦ. ἔδειξέν μοι, καὶ ἁγιολόγων ἁγίων ἤκουσα ἐγώ, καὶ ὡς ἤκουσα παρ’ αὐτῶν πάντα καὶ ἔγνων ἐγὼ θεωρῶν· καὶ οὐκ ἐς τὴν νῦν γενεὰν διενοούμην, ἀλλὰ ἐπὶ πόρρω οὖσαν ἐγὼ λαλῶ."
5715,1En1:3,"Καὶ περὶ τῶν ἐκλεκτῶν νῦν λέγω καὶ περὶ αὐτῶν ἀνέλαβον τὴν παραβολήν μου. καὶ ἐξελεύσεται ὁ ἅγιός μου ὁ μέγας ἐκ τῆς κατοικήσεως αὐτοῦ,"
5716,1En1:4,"καὶ ὁ θεὸς τοῦ αἰῶνος ἐπὶ γῆν πατήσει ἐπὶ τὸ Σεινὰ ὄρος καὶ φανήσεται ἐκ τῆς παρενβολῆς αὐτοῦ, καὶ φανήσεται ἐν τῇ δυνάμει τῆς ἰσχύος αὐτοῦ ἀπὸ τοῦ οὐρανοῦ τῶν οὐρανῶν."
5717,1En1:5,"καὶ φοβηθήσονται πάντες καὶ πιστεύσουσιν οἱ ἐγρήγοροι, καὶ ᾄσουσιν ἀπόκρυφα ἐν πᾶσιν τοῖς ἄκροις τῆς [γῆς]· καὶ σεισθήσονται πάντα τὰ ἄκρα τῆς γῆς, καὶ λήμψεται αὐτοὺς τρόμος καὶ φόβος μέγας μέχρι τῶν περάτων τῆς γῆς."
5718,1En1:6,"καὶ σεισθήσονται καὶ πεσοῦνται καὶ διαλυθήσονται ὄρη ὑψηλά, καὶ ταπεινωθήσονται βουνοὶ ὑψηλοὶ τοῦ διαρυῆναι ὄρη, καὶ τακήσονται ὡς κηρὸς ἀπὸ προσώπου πυρὸς ἐν φλογί."
5719,1En1:7,"καὶ διασχισθήσεται ἡ γῆ σχίσμα ῥαγῶδες, καὶ πάντα ὅσα ἐστὶν ἐπὶ τῆς γῆς ἀπολεῖται, καὶ κρίσις ἔσται κατὰ πάντων."
5720,1En1:8,"καὶ μετὰ τῶν δικαίων τὴν εἰρήνην ποιήσει, καὶ ἐπὶ τοὺς ἐκλεκτοὺς ἔσται συντήρησις καὶ εἰρήνη, καὶ ἐπ’ αὐτοὺς γενήσεται ἔλεος, καὶ ἔσονται πάντες τοῦ θεοῦ, καὶ τὴν εὐδοκίαν δώσει αὐτοῖς καὶ πάντας εὐλογήσει καὶ πάντων ἀντιλήμψεται· καὶ βοηθήσει ἡμῖν, καὶ φανήσεται αὐτοῖς φῶς καὶ ποιήσει ἐπ’ αὐτούς εἰρήνην."
5721,1En1:9,"ὅτι ἔρχεται σὺν ταῖς μυριάσιν αὐτοῦ καὶ τοῖς ἁγίοις αὐτοῦ, ποιῆσαι κρίσιν κατὰ πάντων, καὶ ἀπολέσει πάντας τοὺς ἀσεβεῖς, καὶ ἐλέγξει πᾶσαν σάρκα περὶ πάντων ἔργων τῆς ἀσεβείας αὐτῶν ὧν ἠσέβησαν καὶ σκληρῶν ὧν ἐλάλησαν λόγων, καὶ περὶ πάντων ὧν κατελάλησαν κατ’ αὐτοῦ ἁμαρτωλοὶ ἀσεβεῖς."
5722,1En2:1,"Κατανοήσατε πάντα τὰ ἔργα ἐν τῷ οὐρανῷ, πῶς οὐκ ἠλλοίωσαν τὰς ὁδοὺς αὐτῶν, καὶ τοὺς φωστῆρας τοὺς ἐν τῷ οὐρανῷ, ὡς τὰ πάντα ἀνατέλλει καὶ δύνει, τεταγμένος ἕκαστος ἐν τῷ τεταγμένῳ καιρῷ, καὶ ταῖς ἑορταῖς αὐτῶν φαίνονται, καὶ οὐ παραβαίνουσιν τὴν ἰδίαν τάξιν."
5723,1En2:2,"ἴδετε τὴν γῆν καὶ διανοήθητε περὶ τῶν ἔργων τῶν ἐν αὐτῇ γινομένων ἀπ’ ἀρχῆς μέχρι τελειώσεως, ὥς εἰσιν φθαρτά, ὡς οὐκ ἀλλοιοῦνται, οὐδὲν τῶν ἐπὶ γῆς, ἀλλὰ πάντα ἔργα θεοῦ ὑμῖν φαίνεται."
5724,1En2:3,ἴδετε τὴν θερείαν καὶ τὸν χειμῶνα.
5725,1En3:1,"καταμάθετε καὶ ἴδετε πάντα τὰ δένδρα,"
5726,1En4:1,
5727,1En5:1,"πῶς τὰ φύλλα χλωρὰ ἐν αὐτοῖς σκέποντα τὰ δένδρα, καὶ πᾶς ὁ καρπὸς αὐτῶν εἰς τιμὴν καὶ δόξαν. διανοήθητε καὶ γνῶτε περὶ πάντων τῶν ἔργων αὐτοῦ, καὶ νοήσατε ὅτι θεὸς ζῶν ἐποίησεν αὐτὰ οὕτως, καὶ ζῇ εἰς πάντας τοὺς αἰῶνας·"
5728,1En5:2,"καὶ τὰ ἔργα αὐτοῦ πάντα ὅσα ἐποίησεν εἰς τοὺς αἰῶνας, ἀπὸ ἐνιαυτοῦ εἰς ἐνιαυτὸν γινόμενα πάντα οὕτως, καὶ πάντα ὅσα ἀποτελοῦσιν αὐτῷ τὰ ἔργα, καὶ οὐκ ἀλλοιοῦνται αὐτῶν τὰ ἔργα, ἀλλ’ ὡσπερεὶ κατὰ ἐπιταγὴν τὰ πάντα γίνεται."
5729,1En5:3,"ἴδετε πῶς ἡ θάλασσα καὶ οἱ ποταμοὶ ὡς ὁμοίως ἀποτελοῦσιν, καὶ οὐκ ἀλλοιοῦσιν αὐτῶν τὰ ἔργα ἀπὸ τῶν λόγων αὐτοῦ."
5730,1En5:4,"Ὑμεῖς δὲ οὐκ ἐνεμείνατε οὐδὲ ἐποιήσατε κατὰ τὰς ἐντολὰς αὐτοῦ, ἀλλὰ ἀπέστητε καὶ κατελαλήσατε μεγάλους καὶ σκληροὺς λόγους ἐν στόματι ἀκαθαρσίας ὑμῶν κατὰ τῆς μεγαλοσύνης αὐτοῦ. ὅτι κατελαλήσατε ἐν τοῖς ψεύμασιν ὑμῶν, σκληροκάρδιοι, οὐκ ἔστιν εἰρήνη ὑμῖν."
5731,1En5:5,"τοιγὰρ τὰς ἡμέρας ὑμῶν ὑμεῖς κατηράσασθε, καὶ τὰ ἔτη τῆς ζωῆς ὑμῶν ἀπολεῖται, καὶ τὰ ἔτη τῆς ἀπωλείας ὑμῶν πληθυνθήσεται ἐν κατάρᾳ αἰώνων, καὶ οὐκ ἔσται ὑμῖν ἔλεος καὶ εἰρήνη."
5732,1En5:6,"Τότε ἔσται τὰ ὀνόματα ὑμῶν εἰς κατάραν αἰώνιον πᾶσιν τοῖς δικαίοις, καὶ ἐν ὑμῖν καταράσονται πάντες οἱ καταρώμενοι, καὶ πάντες οἱ ἁμαρτωλοὶ καὶ ἀσεβεῖς ἐν ὑμῖν ὀμοῦνται, καὶ πάντες οἱ ἀναμάρτητοι χαρήσονται, καὶ ἔσται αὐτοῖς λύσις ἁμαρτιῶν καὶ πᾶν ἔλεος καὶ εἰρήνη καὶ ἐπιείκεια, ἔσται αὐτοῖς σωτηρία, φῶς ἀγαθόν, καὶ αὐτοὶ κληρονομήσουσιν τὴν γῆν· καὶ πᾶσιν ὑμῖν τοῖς ἁμαρτωλοῖς οὐχ ὑπάρξει σωτηρία, ἀλλὰ ἐπὶ πάντας ὑμᾶς κατάλυσις, κατάρα."
5733,1En5:7,"καὶ τοῖς ἐκλεκτοῖς ἔσται φῶς καὶ χάρις καὶ εἰρήνη, καὶ αὐτοὶ κληρονομήσουσιν τὴν γῆν, ὑμῖν δὲ τοῖς ἀσεβέσιν ἔσται κατάρα."
5734,1En5:8,"τότε δοθήσεται τοῖς ἐκλεκτοῖς φῶς καὶ χάρις, καὶ αὐτοὶ κληρονομήσουσιν τὴν γῆν. τότε δοθήσεται πᾶσιν τοῖς ἐκλεκτοῖς σοφία, καὶ πάντες οὗτοι ζήσονται, καὶ οὐ μὴ ἁμαρτήσονται ἔτι οὐ κατ’ ἀλήθειαν οὔτε κατὰ ὑπερηφανίαν, καὶ ἔσται ἐν ἀνθρώπῳ πεφωτισμένῳ φῶς καὶ ἀνθρώπῳ ἐπιστήμονι νόημα, καὶ οὐ μὴ πλημμελήσουσιν"
5735,1En5:9,"οὐδὲ μὴ ἁμάρτωσιν πάσας τὰς ἡμέρας τῆς ζωῆς αὐτῶν, καὶ οὐ μὴ ἀποθάνωσιν ἐν ὀργῇ θυμοῦ, ἀλλὰ τὸν ἀριθμὸν αὐτῶν ζωῆς ἡμερῶν πληρώσουσιν, καὶ ἡ ζωὴ αὐτῶν αὐξηθήσεται ἐν εἰρήνῃ, καὶ τὰ ἔτη τῆς χαρᾶς αὐτῶν πληθυνθήσεται ἐν ἀγαλλιάσει καὶ εἰρήνῃ αἰῶνος ἐν πάσαις ταῖς ἡμέραις τῆς ζωῆς αὐτῶν."
5736,1En6:1,"Καὶ ἐγένετο οὗ ἂν ἐπληθύνθησαν οἱ υἱοὶ τῶν ἀνθρώπων, ἐν ἐκείναις ταῖς ἡμέραις ἐγεννήθησαν θυγατέρες ὡραῖαι καὶ καλαί."
5737,1En6:2,"καὶ ἐθεάσαντο αὐτὰς οἱ ἄγγελοι υἱοὶ οὐρανοῦ καὶ ἐπεθύμησαν αὐτάς, καὶ εἶπαν πρὸς ἀλλήλους Δεῦτε ἐκλεξώμεθα ἑαυτοῖς γυναῖκας ἀπὸ τῶν ἀνθρώπων, καὶ γεννήσομεν ἑαυτοῖς τέκνα."
5738,1En6:3,"καὶ εἶπεν Σεμειαζᾶς πρὸς αὐτούς, ὃς ἦν ἄρχων αὐτῶν Φοβοῦμαι μὴ οὐ θελήσετε ποιῆσαι τὸ πρᾶγμα τοῦτο, καὶ ἔσομαι ἐγὼ μόνος ὀφειλέτης ἁμαρτίας μεγάλης"
5739,1En6:4,"ἀπεκρίθησαν οὖν αὐτῷ πάντες Ὀμόσωμεν ὅρκῳ πάντες καὶ ἀναθεματίσωμεν πάντες ἀλλήλους μὴ ἀποστρέψαι τὴν γνώμην ταύτην, μὲχρις οὗ ἂν τελέσωμεν αὐτὴν καὶ ποιήσωμεν τὸ πρᾶγμα τοῦτο."
5740,1En6:5,τότε ὄμοσαν πάντες ὁμοῦ καὶ ἀνεθεμάτισαν ἀλλήλους ἐν αὐτῷ.
5741,1En6:6,
5742,1En6:7,"Καὶ ταῦτα τὰ ὀνόματα τῶν ἀρχόντων αὐτῶν· Σεμιαζά, οὗτος ἦν ἄρχων αὐτῶν· Ἀραθάκ, Κιμβρά, Σαμμανή, Δανειήλ, Ἀρεαρώς, Σεμιήλ, Ἰωμειήλ, Χωχαριήλ, Ἐζεκιήλ, Βατριήλ, Σαθιήλ, Ἀτριήλ, Ταμιήλ, Βαρακιήλ, Ἀνανθνά, Θωνιήλ, Ῥαμιήλ, Ἀσεάλ, Ῥακειήλ, Τουριήλ."
5743,1En6:8,οὗτοί εἰσιν αὐτῶν οἱ δεκα[δ]άρχαι.
5744,1En7:1,"Καὶ ἔλαβον ἑαυτοῖς γυναῖκας· ἕκαστος αὐτῶν ἐξελέξαντο ἑαυτοῖς γυναῖκας, καὶ ἤρξαντο εἰσπορεύεσθαι πρὸς αὐτὰς καὶ μιαίνεσθαι ἐν αὐταῖς· καὶ ἐδίδαξαν αὐτὰς φαρμακείας καὶ ἐπαοιδὰς καὶ ῥιζοτομίας, καὶ τὰς βοτάνας ἐδήλωσαν αὐταῖς."
5745,1En7:2,"Αἱ δὲ ἐν γαστρὶ λαβοῦσαι ἐτέκοσαν γίγαντας μεγάλους ἐκ πηχῶν τρισχιλίων,"
5746,1En7:3,"οἵτινες κατέσθοσαν τοὺς κόπους τῶν ἀνθρώπων. ὡς δὲ οὐκ ἐδυνήθησαν αὐτοῖς οἱ ἄνθρωποι ἐπιχορηγεῖν,"
5747,1En7:4,"οἱ γίγαντες ἐτόλμησαν ἐπ’ αὐτοὺς, καὶ κατεσθίοσαν τοὺς ἀνθρώπους."
5748,1En7:5,"καὶ ἤρξαντο ἁμαρτάνειν ἐν τοῖς πετεινοῖς καὶ τοῖς [θ]ηρίοις καὶ ἑρπετοῖς καὶ τοῖς [ἰ]χθύσιν, καὶ ἀλλήλων τὰς σάρκας κατεσθίειν, καὶ τὸ αἷμα ἔπινον."
5749,1En7:6,τότε ἡ γῆ ἐνέτυχεν κατὰ τῶν ἀνόμων.
5750,1En8:1,"Ἐδίδαξεν τοὺς ἀνθρώπους Ἀζαὴλ μαχαίρας ποιεῖν καὶ ὅπλα καὶ ἀσπίδας καὶ θώρακας, διδάγματα ἀγγέλων, καὶ ὑπέδειξεν αὐτοῖς τὰ μέταλλα καὶ τὴν ἐργασίαν αὐτῶν, καὶ ψέλια καὶ κόσμους καὶ στίβεις καὶ τὸ καλλιβλέφαρον καὶ παντοίους λίθους ἐκλεκτοὺς καὶ τὰ βαφικά."
5751,1En8:2,"καὶ ἐγένετο ἀσέβεια πολλή, καὶ ἐπόρνευσαν καὶ ἀπεπλανήθησαν καὶ ἠφανίσθησαν ἐν πάσαις ταῖς ὁδοῖς αὐτῶν."
5752,1En8:3,Σεμιαζᾶς ἐδίδαξεν ἐπαοιδὰς καὶ ῥιζοτομίας· Ἀρμαρὼς ἐπαοιδῶν λυτήριον· Ῥακιὴλ ἀστρολογίας· Χωχιὴλ τὰ σημειωτικά· Σαθιήλ ἀστεροσκοπίαν·Σεριὴλ σεληναγωγίας.
5753,1En8:4,τῶν οὖν ἀνθρώπων ἀπολλυμένων ἡ βο[ὴ] εἰς οὐρανοὺς ἀνέβη.
5754,1En9:1,"Τότε παρ[α]κύψαντες Μιχαὴλ καὶ Οὐ[ρι]ὴλ καὶ Ῥαφαὴλ καὶ Γαβριή[λ], οὗτοι ἐκ τοῦ οὐρανοῦ ἐθεάσ[αν]το αἷμα πολὺ ἐκχυννόμεν[ον] ἐπὶ τῆς γῆς·"
5755,1En9:2,καὶ εἶπαν πρὸς ἀλλήλους Φωνὴ βοώντων ἐπὶ τῆς γῆς μέχρι πυλῶν τοῦ οὐρανοῦ.
5756,1En9:3,ἐντυγχάνουσιν αἱ ψυχαὶ τῶν ἀνθρώπων λεγόντων Εἰσαγάγετε τὴν κρίσιν ἡμῶν πρὸς τὸν ὕψιστον.
5757,1En9:4,"Καὶ εἶπα[ν] τῷ κυρίῳ Σὺ εἶ κύριος τῶν κυρίων καὶ ὁ θεὸς τῶν θεῶν καὶ βασιλεὺς τῶν αἰώνων· ὁ θρόνος τῆς δόξης σου εἰς πάσας τὰς γενεὰς τοῦ αἰῶνος, καὶ τὸ ὄνομά σου τὸ ἅγιον καὶ μέγα καὶ εὐλογητὸν εἰς πάντας τοὺς αἰῶνας."
5758,1En9:5,"σὺ γὰρ ἐποίησας τὰ πάντα, καὶ πᾶσαν τὴν ἐξουσίαν ἔχων, καὶ πάντα ἐνώπιόν σου φανερὰ καὶ ἀκάλυπτα."
5759,1En9:6,"καὶ πάντα σὺ ὁρᾷς ἃ ἐποίησεν Ἀζαήλ, ὃς ἐδίδαξεν πάσας τὰς ἀδικίας ἐπὶ τῆς γῆς καὶ ἐδήλωσεν τὰ μυστήρια τοῦ αἰῶνος τὰ ἐν τῷ οὐρανῷ ἃ ἐπιτηδεύουσιν [καὶ] ἔγνωσαν ἄνθρωποι·"
5760,1En9:7,"καὶ Σεμιαζᾶς, ᾧ τὴν ἐξουσίαν ἔδωκας ἄρχειν τῶν σὺν αὐτῷ ἅμα ὄντων."
5761,1En9:8,"καὶ ἐπορεύθησαν πρὸς τὰς θυγατέρας τῶν ἀνθρώπων τῆς γῆς καὶ συνεκοιμήθησαν αὐταῖς καὶ ἐμιάνθησαν, καὶ ἐδήλωσαν αὐταῖς πάσας τὰς ἁμαρτίας."
5762,1En9:9,"καὶ αἱ γυναῖκες ἐγέννησαν τιτᾶνας, ὑφ’ ὧν ὅλη ἡ γῆ ἐπλήσθη αἵματος καὶ ἀδικίας."
5763,1En9:10,"καὶ νῦν ἰδοὺ βοῶσιν αἱ ψυχαὶ τῶν τετελευτηκότων καὶ ἐντυγχάνουσιν μέχρι τῶν πυλῶν τοῦ οὐρανοῦ, καὶ ἀνέβη ὁ στεναγμὸς αὐτῶν καὶ οὐ δύναται ἐξελθεῖν ἀπὸ προσώπου τῶν ἐπὶ τῆς γῆς γινομένων ἀνομημάτων."
5764,1En9:11,"καὶ σὺ πάντα οἶδας πρὸ τοῦ αὐτὰ γενέσθαι, καὶ σὺ ὁρᾷς ταῦτα καὶ ἐᾷς αὐτούς, καὶ οὐδὲ ἡμῖν λέγεις τί δεῖ ποιεῖν αὐτοὺς περὶ τούτων."
5765,1En10:1,"Τότε Ὕψιστος εἶπεν περὶ τούτων, ὁ μέγας Ἅγιος, καὶ ἐλάλησεν καὶ εἶπεν καὶ ἔπεμψεν Ἰστραὴλ πρὸς τὸν υἱὸν Λέμεχ"
5766,1En10:2,"Εἶπον αὐτῷ ἐπὶ τῷ ἐμῷ ὀνόματι Κρύψον σεαυτόν, καὶ δήλωσον αὐτῷ τέλος ἐπερχόμενον, ὅτι ἡ γῆ ἀπόλλυται πᾶσα, καὶ κατακλυσμὸς μέλλει γίνεσθαι πάσης τῆς γῆς καὶ ἀπολέσει πάντα ὅσα ἐστὶν αὐτῇ."
5767,1En10:3,"καὶ δίδαξον αὐτὸν ὅπως ἐκφύγῃ, καὶ μενεῖ τὸ σπέρμα αὐτοῦ εἰς πάσας τὰς γενεὰς τοῦ αἰῶνος."
5768,1En10:4,"Καὶ τῷ Ῥαφαὴλ εἶπεν Δῆσον τὸν Ἀζαὴλ ποσὶν καὶ χερσίν, καὶ βάλε αὐτὸν εἰς τὸ σκότος, καὶ ἄνοιξον τὴν ἔρημον τὴν οὖσαν ἐν τῷ Δαδουὴλ κἀκεῖ βάλε αὐτόν,"
5769,1En10:5,"καὶ ὑπόθες αὐτῷ λίθους τραχεῖς καὶ ὀξεῖς καὶ ἐπικάλυψον αὐτῷ τὸ σκότος, καὶ οἰκησάτω ἐκεῖ εἰς τοὺς αἰῶνας, καὶ τὴν ὄψιν αὐτοῦ πώμασον καὶ φῶς μὴ θεωρείτω·"
5770,1En10:6,καὶ ἐν τῇ ἡμέρᾳ τῆς μεγάλης τῆς κρίσεως ἀπαχθήσεται εἰς τὸν ἐνπυρισμόν.
5771,1En10:7,"καὶ ἰαθήσεται ἡ γῆ, ἣν ἠφάνισαν οἱ ἄγγελοι, καὶ τὴν ἴασιν τῆς γῆς δήλωσον, ἵνα ἰάσωνται τὴν πληγήν, ἵνα μὴ ἀπόλωνται πάντες οἱ υἱοὶ τῶν ἀνθρώπων ἐν τῷ μυστηρίῳ ὅλῳ ᾧ ἐπέταξαν οἱ ἐγρήγοροι καὶ ἔδειξαν τοὺς υἱοὺς αὐτῶν,"
5772,1En10:8,καὶ ἠρημώθη πᾶσα ἡ γῆ ἀφανισθεῖσα ἐν τοῖς ἔργοις τῆς διδασκαλίας Ἀζαήλ· καὶ ἐπ’ αὐτῷ γράψον τὰς ἁμαρτίας πάσας.
5773,1En10:9,"Καὶ τῷ Γαβριὴλ εἶπεν ὁ κύριος Πορεύου ἐπὶ τοὺς μαζηρέους, ἐπὶ τοὺς κιβδήλους καὶ τοὺς υἱοὺς τῆς πορνείας, καὶ ἀπόλεσον τοὺς υἱοὺς τῶν ἐγρηγόρων ἀπὸ τῶν ἀνθρώπων· πέμψον αὐτοὺς ἐν πολέμῳ ἀπωλείας. μακρότης γὰρ ἡμερῶν οὐκ ἔστιν αὐτῶν,"
5774,1En10:10,"καὶ πᾶσα ἐρώτησις [οὐκ] ἔσται τοῖς πατράσιν αὐτῶν καὶ περὶ αὐτῶν, ὅτι ἐλπίζουσιν ζῆσαι ζωὴν αἰώνιον, καὶ ὅτι ζήσεται ἕκαστος αὐτῶν ἔτη πεντακόσια."
5775,1En10:11,"Καὶ εἶπεν Μιχαήλ Πορεύου καὶ δήλωσον Σεμιαζᾷ καὶ τοῖς λοιποῖς τοῖς σὺν αὐτῷ ταῖς γυναιξὶν μιγεῖσιν, μιανθῆναι ἐν αὐταῖς ἐν τῇ ἀκαθαρσίᾳ αὐτῶν·"
5776,1En10:12,"καὶ ὅταν κατασφαγῶσιν οἱ υἱοὶ αὐτῶν καὶ ἴδωσιν τὴν ἀπώλειαν τῶν ἀγαπητῶν, καὶ δῆσον αὐτοὺς ἑβδομήκοντα γενεὰς εἰς τὰς νάπας τῆς γῆς μέχρι ἡμέρας κρίσεως αὐτῶν καὶ συντελεσμοῦ, ἕως τελεσθῇ τὸ κρίμα τοῦ αἰῶνος τῶν αἰώνων."
5777,1En10:13,τότε ἀπαχθήσονται εἰς τὸ χάος τοῦ πυρὸς καὶ εἰς τὴν βάσανον καὶ εἰς τὸ δεσμωτήριον συνκλείσεως αἰῶνος.
5778,1En10:14,"καὶ ὃς ἂν κατακαυθῇ καὶ ἀφανισθῇ ἀπὸ τοῦ νῦν, μετ’ αὐτῶν ὁμοῦ δεθήσοται μέχρι τελειώσεως γενεᾶς."
5779,1En10:15,ἀπόλεσον πάντα τὰ πνεύματα τῶν κιβδήλων καὶ τοὺς υἱοὺς τῶν ἐγρηγόρων διὰ τὸ ἀδικῆσαι τοὺς ἀνθρώπους.
5780,1En10:16,"καὶ ἀπόλεσον τὴν ἀδικίαν πᾶσαν ἀπὸ τῆς γῆς, καὶ πᾶν ἔργον πονηρίας ἐκλειπέτω, καὶ ἀναφανήτω τὸ φυτὸν τῆς δικαιοσύνης καὶ τῆς ἀληθείας εἰς τοὺς αἰῶνας· μετὰ χαρᾶς φυτευθήσεται."
5781,1En10:17,"Καὶ νῦν πάντες οἱ δίκαιοι ἐκφεύξονται, καὶ ἔσονται ζῶντες ἕως γεννήσωσιν χιλιάδας, καὶ πᾶσαι αἱ ἡμέραι νεότητος αὐτῶν, καὶ τὰ σάββατα αὐτῶν μετὰ εἰρήνης πληρώσουσιν."
5782,1En10:18,"τότε ἐργασθήσεται πᾶσα ἡ γῆ ἐν δικαιοσύνῃ καὶ καταφυτευθήσεται δένδρον ἐν αὐτῇ, καὶ πλησθήσεται εὐλογίας."
5783,1En10:19,"καὶ πάντα τὰ δένδρα τῆς γῆς ἀγαλλιάσονται· φυτευθήσεται, καὶ ἔσονται φυτεύοντες ἀμπέλους, καὶ ἡ ἄμπελος ἣν ἂν φυτεύσωσιν, ποιήσουσιν προχοῦς οἴνου· χιλιάδας καὶ σπόρου ποιήσει καθ’ ἕκαστον μέτρον, ἐλαίας ποιήσει ἀνὰ βάτους δέκα."
5784,1En10:20,"καὶ σὺ καθάρισον τὴν γῆν ἀπὸ πάσης ἀκαθαρσίας καὶ ἀπὸ πάσης ἀδικίας καὶ ἀπὸ πάσης ἁμαρτίας καὶ ἀσεβείας, καὶ πάσας τὰς ἀκαθαρσίας τὰς γινομένας ἐπὶ τῆς γῆς ἐξάλειψον."
5785,1En10:21,καὶ ἔσονται πάντες λατρεύοντες οἱ λαοὶ καὶ εὐλογοῦντες πάντες ἐμοὶ καὶ προσκυνοῦντες.
5786,1En10:22,"καὶ καθαρισθήσεται πᾶσα ἡ γῆ ἀπὸ παντὸς μιάμματος καὶ ἀπὸ πάσης ἀκαθαρσίας καὶ ὀργῆς καὶ μάστιγος, καὶ οὐκέτι πέμψω ἐπ’ αὐτοὺς εἰς πάσας τὰς γενεὰς τοῦ αἰῶνος."
