,Verse,Transcription
7560,Rev1:7,ἰδού ἔρχεται μετὰ τῶν νεφελῶν καὶ ὄψεται αὐτὸν πᾶς ὀφθαλμός καὶ οἵτινες αὐτὸν ἐξεκέντησαν καὶ κόψονται ἐπ' αὐτὸν πᾶσαι αἱ φυλαὶ τῆς γῆς ναί ἀμήν
7561,Rev1:8,ἐγώ εἰμι τὸ Ἄλφα καὶ τὸ Ὦ λέγει κύριος ὁ θεός ὁ ὢν καὶ ὁ ἦν καὶ ὁ ἐρχόμενος ὁ παντοκράτωρ
7562,Rev1:9,ἐγὼ Ἰωάννης ὁ ἀδελφὸς ὑμῶν καὶ κοινωνὸς ἐν τῇ θλίψει καὶ βασιλείᾳ καὶ ὑπομονῇ ἐν χριστῷ Ἰησοῦ ἐγενόμην ἐν τῇ νήσῳ τῇ καλουμένῃ Πάτμῳ διὰ τὸν λόγον τοῦ θεοῦ καὶ διὰ τὴν μαρτυρίαν Ἰησοῦ χριστοῦ
7563,Rev1:10,ἐγενόμην ἐν πνεύματι ἐν τῇ κυριακῇ ἡμέρᾳ καὶ ἤκουσα φωνὴν ὀπίσω μου μεγάλην ὡς σάλπιγγος
7564,Rev1:11,λεγούσης ὃ βλέπεις γράψον εἰς βιβλίον καὶ πέμψον ταῖς ἑπτὰ ἐκκλησίαις εἰς Ἔφεσον καὶ εἰς Σμύρναν καὶ εἰς Πέργαμον καὶ εἰς Θυάτειρα καὶ εἰς Σάρδεις καὶ εἰς Φιλαδέλφειαν καὶ εἰς Λαοδίκειαν
7565,Rev1:12,καὶ ἐκεῖ ἐπέστρεψα βλέπειν τὴν φωνὴν ἥτις ἐλάλει μετ' ἐμοῦ καὶ ἐπιστρέψας εἶδον ἑπτὰ λυχνίας χρυσᾶς
7566,Rev1:13,καὶ ἐν μέσῳ τῶν ἑπτὰ λυχνιῶν ὅμοιον ὑιῷ ἀνθρώπου ἐνδεδυμένον ποδήρη καὶ περιεζωσμένον πρὸς τοῖς μαστοῖς ζώνην χρυσῆν
7567,Rev1:14,ἡ δὲ κεφαλὴ αὐτοῦ καὶ αἱ τρίχες λευκαὶ ὡς ἔριον λευκόν ὡς χιών καὶ οἱ ὀφθαλμοὶ αὐτοῦ ὡς φλὸξ πυρός
7568,Rev1:15,καὶ οἱ πόδες αὐτοῦ ὅμοιοι χαλκολιβάνῳ ὡς ἐν καμίνῳ πεπυρωμένοι καὶ ἡ φωνὴ αὐτοῦ ὡς φωνὴ ὑδάτων πολλῶν
7569,Rev1:16,καὶ ἔχων ἐν τῇ δεξιᾷ αὐτοῦ χειρὶ ἀστέρας ἑπτά καὶ ἐκ τοῦ στόματος αὐτοῦ ῥομφαία δίστομος ὀξεῖα ἐκπορευομένη καὶ ἡ ὄψις αὐτοῦ ὡς ὁ ἥλιος φαίνει ἐν τῇ δυνάμει αὐτοῦ
7570,Rev1:17,καὶ ὅτε εἶδον αὐτόν ἔπεσα πρὸς τοὺς πόδας αὐτοῦ ὡς νεκρός καὶ ἔθηκεν τὴν δεξιὰν αὐτοῦ ἐπ' ἐμέ λέγων μὴ φοβοῦ ἐγώ εἰμι ὁ πρῶτος καὶ ὁ ἔσχατος
7571,Rev1:18,καὶ ὁ ζῶν καὶ ἐγενόμην νεκρός καὶ ἰδού ζῶν εἰμὶ εἰς τοὺς αἰῶνας τῶν αἰώνων ἀμήν καὶ ἔχω τὰς κλεῖς τοῦ θανάτου καὶ τοῦ ᾅδου
7572,Rev1:19,γράψον οὖν ἃ εἶδες καὶ ἅ εἰσιν καὶ ἃ μέλλει γίνεσθαι μετὰ ταῦτα
7573,Rev1:20,τὸ μυστήριον τῶν ἑπτὰ ἀστέρων ὧν εἶδες ἐπὶ τῆς δεξιᾶς μου καὶ τὰς ἑπτὰ λυχνίας τὰς χρυσᾶς οἱ ἑπτὰ ἀστέρες ἄγγελοι τῶν ἑπτὰ ἐκκλησιῶν εἰσίν καὶ αἱ λυχνίαι αἱ ἑπτὰ ἑπτὰ ἐκκλησίαι εἰσίν
7574,Rev2:1,τῷ ἀγγέλῳ τῆς ἐν Ἐφέσῳ ἐκκλησίας γράψον τάδε λέγει ὁ κρατῶν τοὺς ἑπτὰ ἀστέρας ἐν τῇ δεξιᾷ αὐτοῦ ὁ περιπατῶν ἐν μέσῳ τῶν ἑπτὰ λυχνιῶν τῶν χρυσῶν
7575,Rev2:2,οἶδα τὰ ἔργα σου καὶ τὸν κόπον σου καὶ τὴν ὑπομονήν σου καὶ ὅτι οὐ δύνῃ βαστάσαι κακούς καὶ ἐπείρασας τοὺς λέγοντας ἑαυτοὺς ἀποστόλους εἶναι καὶ οὐκ εἰσίν καὶ εὗρες αὐτοὺς ψευδεῖς
7576,Rev2:3,καὶ ὑπομονὴν ἔχεις καὶ ἐβάστασας διὰ τὸ ὄνομά μου καὶ οὐκ ἐκοπίασας
7577,Rev2:4,ἀλλὰ ἔχω κατὰ σοῦ ὅτι τὴν ἀγάπην σου τὴν πρώτην ἀφῆκας
7578,Rev2:5,μνημόνευε οὖν πόθεν πέπτωκας καὶ μετανόησον καὶ τὰ πρῶτα ἔργα ποίησον εἰ δὲ μή ἔρχομαί σοι ταχύ καὶ κινήσω τὴν λυχνίαν σου ἐκ τοῦ τόπου αὐτῆς ἐὰν μὴ μετανοήσῃς
7579,Rev2:6,ἀλλὰ τοῦτο ἔχεις ὅτι μισεῖς τὰ ἔργα τῶν Νικολαϊτῶν ἃ κἀγὼ μισῶ
7580,Rev2:7,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις τῷ νικῶντι δώσω αὐτῷ φαγεῖν ἐκ τοῦ ξύλου τῆς ζωῆς ὅ ἐστιν ἐν τῷ παραδείσῳ τοῦ θεοῦ μου
7581,Rev2:8,καὶ τῷ ἀγγέλῳ τῆς ἐν Σμύρνῃ ἐκκλησίας γράψον τάδε λέγει ὁ πρῶτος καὶ ὁ ἔσχατος ὃς ἐγένετο νεκρὸς καὶ ἔζησεν
7582,Rev2:9,οἶδά σου τὰ ἔργα καὶ τὴν θλίψιν καὶ τὴν πτωχείαν ἀλλὰ πλούσιος εἶ καὶ τὴν βλασφημίαν ἐκ τῶν λεγόντων Ἰουδαίους εἶναι ἑαυτούς καὶ οὐκ εἰσίν ἀλλὰ συναγωγὴ τοῦ Σατανᾶ
7583,Rev2:10,μηδὲν φοβοῦ ἃ μέλλεις παθεῖν ἰδού δή μέλλει βαλεῖν ὁ διάβολος ἐξ ὑμῶν εἰς φυλακήν ἵνα πειρασθῆτε καὶ ἕξετε θλίψιν ἡμερῶν δέκα γίνου πιστὸς ἄχρι θανάτου καὶ δώσω σοι τὸν στέφανον τῆς ζωῆς
7584,Rev2:11,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις ὁ νικῶν οὐ μὴ ἀδικηθῇ ἐκ τοῦ θανάτου τοῦ δευτέρου
7585,Rev2:12,καὶ τῷ ἀγγέλῳ τῆς ἐν Περγάμῳ ἐκκλησίας γράψον τάδε λέγει ὁ ἔχων τὴν ῥομφαίαν τὴν δίστομον τὴν ὀξεῖαν
7586,Rev2:13,οἶδα τὰ ἔργα σου καὶ ποῦ κατοικεῖς ὅπου ὁ θρόνος τοῦ Σατανᾶ καὶ κρατεῖς τὸ ὄνομά μου καὶ οὐκ ἠρνήσω τὴν πίστιν μου ἐν ταῖς ἡμέραις ἐν αἷς Ἀντίπας ὁ μάρτυς μου ὁ πιστός ὃς ἀπεκτάνθη παρ' ὑμῖν ὅπου ὁ Σατανᾶς κατοικεῖ
7587,Rev2:14,ἀλλ' ἔχω κατὰ σοῦ ὀλίγα ὅτι ἔχεις ἐκεῖ κρατοῦντας τὴν διδαχὴν Βαλαάμ ὃς ἐδίδαξεν τὸν Βαλὰκ βαλεῖν σκάνδαλον ἐνώπιον τῶν υἱῶν Ἰσραήλ καὶ φαγεῖν εἰδωλόθυτα καὶ πορνεῦσαι
7588,Rev2:15,οὕτως ἔχεις καὶ σὺ κρατοῦντας τὴν διδαχὴν τῶν Νικολαϊτῶν ὁμοίως
7589,Rev2:16,μετανόησον οὖν εἰ δὲ μή ἔρχομαί σοι ταχύ καὶ πολεμήσω μετ' αὐτῶν ἐν τῇ ῥομφαίᾳ τοῦ στόματός μου
7590,Rev2:17,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις τῷ νικῶντι δώσω αὐτῷ φαγεῖν τοῦ μάννα τοῦ κεκρυμμένου καὶ δώσω αὐτῷ ψῆφον λευκήν καὶ ἐπὶ τὴν ψῆφον ὄνομα καινὸν γεγραμμένον ὃ οὐδεὶς οἶδεν εἰ μὴ ὁ λαμβάνων
7591,Rev2:18,καὶ τῷ ἀγγέλῳ τῆς ἐν Θυατείροις ἐκκλησίας γράψον τάδε λέγει ὁ υἱὸς τοῦ θεοῦ ὁ ἔχων τοὺς ὀφθαλμοὺς αὐτοῦ ὡς φλόγα πυρός καὶ οἱ πόδες αὐτοῦ ὅμοιοι χαλκολιβάνῳ
7592,Rev2:19,οἶδά σου τὰ ἔργα καὶ τὴν ἀγάπην καὶ τὴν πίστιν καὶ τὴν διακονίαν καὶ τὴν ὑπομονήν σου καὶ τὰ ἔργα σου τὰ ἔσχατα πλείονα τῶν πρώτων
7593,Rev2:20,ἀλλ' ἔχω κατὰ σοῦ ὅτι ἀφεῖς τὴν γυναῖκά σοῦ Ἰεζάβελ ἡ λέγει ἑαυτὴν προφῆτιν καὶ διδάσκει καὶ πλανᾷ τοὺς ἐμοὺς δούλους πορνεῦσαι καὶ φαγεῖν εἰδωλόθυτα
7594,Rev2:21,καὶ ἔδωκα αὐτῇ χρόνον ἵνα μετανοήσῃ καὶ οὐ θέλει μετανοῆσαι ἐκ τῆς πορνείας αὐτῆς
7595,Rev2:22,ἰδού βάλλω αὐτὴν εἰς κλίνην καὶ τοὺς μοιχεύοντας μετ' αὐτῆς εἰς θλίψιν μεγάλην ἐὰν μὴ μετανοήσωσιν ἐκ τῶν ἔργων αὐτῆς
7596,Rev2:23,καὶ τὰ τέκνα αὐτῆς ἀποκτενῶ ἐν θανάτῳ καὶ γνώσονται πᾶσαι αἱ ἐκκλησίαι ὅτι ἐγώ εἰμι ὁ ἐρευνῶν νεφροὺς καὶ καρδίας καὶ δώσω ὑμῖν ἑκάστῳ κατὰ τὰ ἔργα ὑμῶν
7597,Rev2:24,ὑμῖν δὲ λέγω τοῖς λοιποῖς τοῖς ἐν Θυατείροις ὅσοι οὐκ ἔχουσιν τὴν διδαχὴν ταύτην οἵτινες οὐκ ἔγνωσαν τὰ βαθέα τοῦ Σατανᾶ ὡς λέγουσιν οὐ βάλλω ἐφ' ὑμᾶς ἄλλο βάρος
7598,Rev2:25,πλὴν ὃ ἔχετε κρατήσατε ἄχρι οὗ ἂν ἥξω
7599,Rev2:26,καὶ ὁ νικῶν καὶ ὁ τηρῶν ἄχρι τέλους τὰ ἔργα μου δώσω αὐτῷ ἐξουσίαν ἐπὶ τῶν ἐθνῶν
7600,Rev2:27,καὶ ποιμανεῖ αὐτοὺς ἐν ῥάβδῳ σιδηρᾷ ὡς τὰ σκεύη τὰ κεραμικά συντριβήσεται ὡς κἀγὼ εἴληφα παρὰ τοῦ πατρός μου
7601,Rev2:28,καὶ δώσω αὐτῷ τὸν ἀστέρα τὸν πρωϊνόν
7602,Rev2:29,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις
7603,Rev3:1,καὶ τῷ ἀγγέλῳ τῆς ἐν Σάρδεσιν ἐκκλησίας γράψον τάδε λέγει ὁ ἔχων τὰ ἑπτὰ πνεύματα τοῦ θεοῦ καὶ τοὺς ἑπτὰ ἀστέρας οἶδά σου τὰ ἔργα ὅτι ὄνομα ἔχεις ὅτι ζῇς καὶ νεκρὸς εἶ
7604,Rev3:2,γίνου γρηγορῶν καὶ στήρισον τὰ λοιπὰ ἃ ἔμελλες ἀποβάλλειν οὐ γὰρ εὕρηκά σου τὰ ἔργα πεπληρωμένα ἐνώπιον τοῦ θεοῦ μου
7605,Rev3:3,μνημόνευε οὖν πῶς εἴληφας καὶ ἤκουσας καὶ τήρει καὶ μετανόησον ἐὰν οὖν μὴ γρηγορήσῃς ἥξω ἐπί σε ὡς κλέπτης καὶ οὐ μὴ γνῷς ποίαν ὥραν ἥξω ἐπί σε
7606,Rev3:4,ἀλλ' ὀλίγα ἔχεις ὀνόματα ἐν Σάρδεσιν ἃ οὐκ ἐμόλυναν τὰ ἱμάτια αὐτῶν καὶ περιπατήσουσιν μετ' ἐμοῦ ἐν λευκοῖς ὅτι ἄξιοί εἰσιν
7607,Rev3:5,ὁ νικῶν οὗτος περιβαλεῖται ἐν ἱματίοις λευκοῖς καὶ οὐ μὴ ἐξαλείψω τὸ ὄνομα αὐτοῦ ἐκ τῆς βίβλου τῆς ζωῆς καὶ ὁμολογήσω τὸ ὄνομα αὐτοῦ ἐνώπιον τοῦ πατρός μου καὶ ἐνώπιον τῶν ἀγγέλων αὐτοῦ
7608,Rev3:6,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις
7609,Rev3:7,καὶ τῷ ἀγγέλῳ τῆς ἐν Φιλαδελφείᾳ ἐκκλησίας γράψον τάδε λέγει ὁ ἅγιος ὁ ἀληθινός ὁ ἔχων τὴν κλεῖν τοῦ Δαυίδ ὁ ἀνοίγων καὶ οὐδεὶς κλείσει αὐτήν εἴ μὴ ὁ ἀνοίγων καὶ οὐδεὶς ἀνοίξει
7610,Rev3:8,οἶδά σου τὰ ἔργα ἰδού δέδωκα ἐνώπιόν σου θύραν ἀνεῳγμένην ἣν οὐδεὶς δύναται κλεῖσαι αὐτήν ὅτι μικρὰν ἔχεις δύναμιν καὶ ἐτήρησάς μου τὸν λόγον καὶ οὐκ ἠρνήσω τὸ ὄνομά μου
7611,Rev3:9,ἰδού δίδωμι ἐκ τῆς συναγωγῆς τοῦ Σατανᾶ τῶν λεγόντων ἑαυτοὺς Ἰουδαίους εἶναι καὶ οὐκ εἰσίν ἀλλὰ ψεύδονται ἰδού ποιήσω αὐτοὺς ἵνα ἥξωσιν καὶ προσκυνήσωσιν ἐνώπιον τῶν ποδῶν σου καὶ γνῶσιν ὅτι ἠγάπησά σε
7612,Rev3:10,ὅτι ἐτήρησας τὸν λόγον τῆς ὑπομονῆς μου κἀγώ σε τηρήσω ἐκ τῆς ὥρας τοῦ πειρασμοῦ τῆς μελλούσης ἔρχεσθαι ἐπὶ τῆς οἰκουμένης ὅλης πειράσαι τοὺς κατοικοῦντας ἐπὶ τῆς γῆς
7613,Rev3:11,ἔρχομαι ταχύ κράτει ὃ ἔχεις ἵνα μηδεὶς λάβῃ τὸν στέφανόν σου
7614,Rev3:12,ὁ νικῶν ποιήσω αὐτὸν στύλον ἐν τῷ ναῷ τοῦ θεοῦ μου καὶ ἔξω οὐ μὴ ἐξέλθῃ ἔτι καὶ γράψω ἐπ' αὐτὸν τὸ ὄνομα τοῦ θεοῦ μου καὶ τὸ ὄνομα τῆς πόλεως τοῦ θεοῦ μου τῆς καινῆς Ἱερουσαλήμ ἣ καταβαίνει ἐκ τοῦ οὐρανοῦ ἀπὸ τοῦ θεοῦ μου καὶ τὸ ὄνομά μου τὸ καινόν
7615,Rev3:13,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις
7616,Rev3:14,καὶ τῷ ἀγγέλῳ τῆς ἐν Λαοδικείᾳ ἐκκλησίας γράψον τάδε λέγει ὁ ἀμήν ὁ μάρτυς ὁ πιστὸς καὶ ἀληθινός ἡ ἀρχὴ τῆς κτίσεως τοῦ θεοῦ
7617,Rev3:15,οἶδά σου τὰ ἔργα ὅτι οὔτε ψυχρὸς εἶ οὔτε ζεστός ὄφελον ψυχρὸς ἦς ἢ ζεστός
7618,Rev3:16,οὕτως ὅτι χλιαρὸς εἶ καὶ οὐ ζεστὸς οὔτε ψυχρός μέλλω σε ἐμέσαι ἐκ τοῦ στόματός μου
7619,Rev3:17,ὅτι λέγεις πλούσιός εἰμι καὶ πεπλούτηκα καὶ οὐδενὸς χρείαν ἔχω καὶ οὐκ οἶδας ὅτι σὺ εἶ ὁ ταλαίπωρος καὶ ὁ ἐλεεινὸς καὶ πτωχὸς καὶ τυφλὸς καὶ γυμνός
7620,Rev3:18,συμβουλεύω σοι ἀγοράσαι χρυσίον παρ' ἐμοῦ πεπυρωμένον ἐκ πυρός ἵνα πλουτήσῃς καὶ ἱμάτια λευκά ἵνα περιβάλῃ καὶ μὴ φανερωθῇ ἡ αἰσχύνη τῆς γυμνότητός σου καὶ κολλύριον ἵνα ἐγχρίσῃ τοὺς ὀφθαλμούς σου ἵνα βλέπῃς
7621,Rev3:19,ἐγὼ ὅσους ἐὰν φιλῶ ἐλέγχω καὶ παιδεύω ζήλωσον οὖν καὶ μετανόησον
7622,Rev3:20,ἰδού ἕστηκα ἐπὶ τὴν θύραν καὶ κρούω ἐάν τις ἀκούσῃ τῆς φωνῆς μου καὶ ἀνοίξῃ τὴν θύραν καὶ εἰσελεύσομαι πρὸς αὐτόν καὶ δειπνήσω μετ' αὐτοῦ καὶ αὐτὸς μετ' ἐμοῦ
7623,Rev3:21,ὁ νικῶν δώσω αὐτῷ καθίσαι μετ' ἐμοῦ ἐν τῷ θρόνῳ μου ὡς κἀγὼ ἐνίκησα καὶ ἐκάθισα μετὰ τοῦ πατρός μου ἐν τῷ θρόνῳ αὐτοῦ
7624,Rev3:22,ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις
7625,Rev4:1,μετὰ ταῦτα εἶδον καὶ ἰδού θύρα ἀνεῳγμένη ἐν τῷ οὐρανῷ καὶ ἡ φωνὴ ἡ πρώτη ἣν ἤκουσα ὡς σάλπιγγος λαλούσης μετ' ἐμοῦ λέγων ἀνάβα ὧδε καὶ δείξω σοι ἃ δεῖ γενέσθαι μετὰ ταῦτα
7626,Rev4:2,καὶ εὐθέως ἐγενόμην ἐν πνεύματι καὶ ἰδού θρόνος ἔκειτο ἐν τῷ οὐρανῷ καὶ ἐπὶ τὸν θρόνον καθήμενος
7627,Rev4:3,ὅμοιος ὁράσει λίθῳ ἰάσπιδι καὶ σαρδίῳ καὶ ἶρις κυκλόθεν τοῦ θρόνου ὁμοίως ὅρασις σμαραγδίνων
7628,Rev4:4,καὶ κυκλόθεν τοῦ θρόνου θρόνοι εἴκοσι τέσσαρες καὶ ἐπὶ τοὺς θρόνους τοὺς εἴκοσι τέσσαρας πρεσβυτέρους καθημένους περιβεβλημένους ἐν ἱματίοις λευκοῖς καὶ ἐπὶ τὰς κεφαλὰς αὐτῶν στεφάνους χρυσοῦς
7629,Rev4:5,καὶ ἐκ τοῦ θρόνου ἐκπορεύονται ἀστραπαὶ καὶ φωναὶ καὶ βρονταί καὶ ἑπτὰ λαμπάδες πυρὸς καιόμεναι ἐνώπιον τοῦ θρόνου αὐτοῦ αἵ εἰσιν ἑπτὰ πνεύματα τοῦ θεοῦ
7630,Rev4:6,καὶ ἐνώπιον τοῦ θρόνου ὡς θάλασσα ὑαλίνη ὁμοία κρυστάλλῳ καὶ ἐν μέσῳ τοῦ θρόνου καὶ κύκλῳ τοῦ θρόνου τέσσαρα ζῷα γέμοντα ὀφθαλμῶν ἔμπροσθεν καὶ ὄπισθεν
7631,Rev4:7,καὶ τὸ ζῷον τὸ πρῶτον ὅμοιον λέοντι καὶ τὸ δεύτερον ζῷον ὅμοιον μόσχῳ καὶ τὸ τρίτον ζῷον ἔχον πρόσωπον ἀνθρώπου καὶ τὸ τέταρτον ζῷον ὅμοιον ἀετῷ πετομένῳ
7632,Rev4:8,καὶ τὰ τέσσαρα ζῷα ἓν καθ' ἓν ἔχον ἀνὰ πτέρυγας ἓξ κυκλόθεν καὶ ἔσωθεν γέμουσιν ὀφθαλμῶν καὶ ἀνάπαυσιν οὐκ ἔχουσιν ἡμέρας καὶ νυκτός λέγοντες ἅγιος ἅγιος ἅγιος κύριος ὁ θεὸς ὁ παντοκράτωρ ὁ ἦν καὶ ὁ ὢν καὶ ὁ ἐρχόμενος
7633,Rev4:9,καὶ ὅταν δῶσιν τὰ ζῷα δόξαν καὶ τιμὴν καὶ εὐχαριστίαν τῷ καθημένῳ ἐπὶ τοῦ θρόνου τῷ ζῶντι εἰς τοὺς αἰῶνας τῶν αἰώνων
7634,Rev4:10,πεσοῦνται οἱ εἴκοσι τέσσαρες πρεσβύτεροι ἐνώπιον τοῦ καθημένου ἐπὶ τοῦ θρόνου καὶ προσκυνήσουσιν τῷ ζῶντι εἰς τοὺς αἰῶνας τῶν αἰώνων καὶ βαλοῦσιν τοὺς στεφάνους αὐτῶν ἐνώπιον τοῦ θρόνου λέγοντες
7635,Rev4:11,ἄξιος εἶ ὁ κύριος καὶ ὁ θεὸς ἡμῶν ὁ ἅγιος λαβεῖν τὴν δόξαν καὶ τὴν τιμὴν καὶ τὴν δύναμιν ὅτι σὺ ἔκτισας πάντα καὶ διὰ τὸ θέλημά σου ἦσαν καὶ ἐκτίσθησαν
7636,Rev5:1,καὶ εἶδον ἐπὶ τὴν δεξιὰν τοῦ καθημένου ἐπὶ τοῦ θρόνου βιβλίον γεγραμμένον ἔσωθεν καὶ ἔξωθεν κατεσφραγισμένον σφραγῖσιν ἑπτά
7637,Rev5:2,καὶ εἶδον ἄγγελον ἰσχυρὸν κηρύσσοντα ἐν φωνῇ μεγάλῃ τίς ἄξιός ἐστιν ἀνοῖξαι τὸ βιβλίον καὶ λῦσαι τὰς σφραγῖδας αὐτοῦ
7638,Rev5:3,καὶ οὐδεὶς ἐδύνατο ἐν τῷ οὐρανῷ ἄνω οὔτε ἐπὶ τῆς γῆς οὔτε ὑποκάτω τῆς γῆς ἀνοῖξαι τὸ βιβλίον οὔτε βλέπειν αὐτό
7639,Rev5:4,καὶ ἐγὼ ἔκλαιον πολύ ὅτι οὐδεὶς ἄξιος εὑρέθη ἀνοῖξαι τὸ βιβλίον οὔτε βλέπειν αὐτό
7640,Rev5:5,καὶ εἷς ἐκ τῶν πρεσβυτέρων λέγει μοι μὴ κλαῖε ἰδού ἐνίκησεν ὁ λέων ὁ ἐκ τῆς φυλῆς Ἰούδα ἡ ῥίζα Δαυίδ ὁ ἀνοίγων τὸ βιβλίον καὶ τὰς ἑπτὰ σφραγῖδας αὐτοῦ
7641,Rev5:6,καὶ εἶδον ἐν μέσῳ τοῦ θρόνου καὶ τῶν τεσσάρων ζῴων καὶ ἐν μέσῳ τῶν πρεσβυτέρων ἀρνίον ἑστηκὸς ὡς ἐσφαγμένον ἔχον κέρατα ἑπτὰ καὶ ὀφθαλμοὺς ἑπτά ἃ εἰσιν τὰ ἑπτὰ πνεύματα τοῦ θεοῦ ἀποστελλόμενα εἰς πᾶσαν τὴν γῆν
7642,Rev5:7,καὶ ἦλθεν καὶ εἴληφεν ἐκ τῆς δεξιᾶς τοῦ καθημένου ἐπὶ τοῦ θρόνου
7643,Rev5:8,καὶ ὅτε ἔλαβεν τὸ βιβλίον τὰ τέσσαρα ζῷα καὶ οἱ εἴκοσι τέσσαρες πρεσβύτεροι ἔπεσον ἐνώπιον τοῦ ἀρνίου ἔχοντες ἕκαστος κιθάραν καὶ φιάλας χρυσᾶς γεμούσας θυμιαμάτων αἵ εἰσιν προσευχαὶ τῶν ἁγίων
7644,Rev5:9,καὶ ᾄδουσιν ᾠδὴν καινήν λέγοντες ἄξιος εἶ λαβεῖν τὸ βιβλίον καὶ ἀνοῖξαι τὰς σφραγῖδας αὐτοῦ ὅτι ἐσφάγης καὶ ἠγόρασας τῷ θεῷ ἡμᾶς ἐν τῷ αἵματί σου ἐκ πάσης φυλῆς καὶ γλώσσης καὶ λαοῦ καὶ ἔθνους
7645,Rev5:10,καὶ ἐποίησας αὐτοὺς τῷ θεῷ ἡμῶν βασιλεῖς καὶ ἱερεῖς καὶ βασιλεύσουσιν ἐπὶ τῆς γῆς
7646,Rev5:11,καὶ εἶδον καὶ ἤκουσα ὡς φωνὴν ἀγγέλων πολλῶν κύκλῳ τοῦ θρόνου καὶ τῶν ζῴων καὶ τῶν πρεσβυτέρων καὶ ἦν ὁ ἀριθμὸς αὐτῶν μυριάδες μυριάδων καὶ χιλιάδες χιλιάδων
7647,Rev5:12,λέγοντες φωνῇ μεγάλῃ ἄξιόν ἐστιν τὸ ἀρνίον τὸ ἐσφαγμένον λαβεῖν τὴν δύναμιν καὶ τὸν πλοῦτον καὶ σοφίαν καὶ ἰσχὺν καὶ τιμὴν καὶ δόξαν καὶ εὐλογίαν
7648,Rev5:13,καὶ πᾶν κτίσμα ὃ ἐν τῷ οὐρανῷ καὶ ἐπὶ τῆς γῆς καὶ ὑποκάτω τῆς γῆς καὶ ἐπὶ τῆς θαλάσσης ἐστίν καὶ τὰ ἐν αὐτοῖς πάντας ἤκουσα λέγοντας τῷ καθημένῳ ἐπὶ τοῦ θρόνου καὶ τῷ ἀρνίῳ ἡ εὐλογία καὶ ἡ τιμὴ καὶ ἡ δόξα καὶ τὸ κράτος εἰς τοὺς αἰῶνας τῶν αἰώνων ἀμήν
7649,Rev5:14,καὶ τὰ τέσσαρα ζῷα λέγοντα τὸ ἀμήν καὶ οἱ πρεσβύτεροι ἔπεσον καὶ προσεκύνησαν
7650,Rev6:1,καὶ εἶδον ὅτι ἤνοιξεν τὸ ἀρνίον μίαν ἐκ τῶν ἑπτὰ σφραγίδων καὶ ἤκουσα ἑνὸς ἐκ τῶν τεσσάρων ζῴων λέγοντος ὡς φωνὴ βροντῆς ἔρχου καὶ ἴδε
7651,Rev6:2,καὶ ἰδού ἵππος λευκός καὶ ὁ καθήμενος ἐπ' αὐτὸν ἔχων τόξον καὶ ἐδόθη αὐτῷ στέφανος καὶ ἐξῆλθεν νικῶν καὶ ἵνα νικήσῃ
7652,Rev6:3,καὶ ὅτε ἤνοιξεν τὴν δευτέραν σφραγῖδα ἤκουσα τοῦ δευτέρου ζῴου λέγοντος ἔρχου
7653,Rev6:4,καὶ ἐξῆλθεν ἄλλος ἵππος πυρός καὶ τῷ καθημένῳ ἐπ' αὐτὸν ἐδόθη αὐτῷ λαβεῖν τὴν εἰρήνην ἐκ τῆς γῆς ἵνα ἀλλήλους σφάξωσιν καὶ ἐδόθη αὐτῷ μάχαιρα μεγάλη
7654,Rev6:5,καὶ ὅτε ἤνοιξεν τὴν σφραγῖδα τὴν τρίτην ἤκουσα τοῦ τρίτου ζῴου λέγοντος ἔρχου καὶ ἴδε καὶ ἰδού ἵππος μέλας καὶ ὁ καθήμενος ἐπ' αὐτὸν ἔχων ζυγὸν ἐν τῇ χειρὶ αὐτοῦ
7655,Rev6:6,καὶ ἤκουσα φωνὴν ἐν μέσῳ τῶν τεσσάρων ζῴων λέγουσαν χοῖνιξ σίτου δηναρίου καὶ τρεῖς χοίνικες κριθῆς δηναρίου καὶ τὸ ἔλαιον καὶ τὸν οἶνον μὴ ἀδικήσῃς
7656,Rev6:7,καὶ ὅτε ἤνοιξεν τὴν σφραγῖδα τὴν τετάρτην ἤκουσα τοῦ τετάρτου ζῴου λέγοντος ἔρχου καὶ ἴδε
