Verse,Transcription
Phi 4:1,اذا يا اخوتي الاحباء والمشتاق اليهم يا سروري واكليلي اثبتوا هكذا في الرب ايها الاحباء
Phi 4:2,اطلب الى افودية واطلب الى سنتيخي ان تفتكرا فكرا واحدا في الرب.
Phi 4:3,نعم اسألك انت ايضا يا شريكي المخلص ساعد هاتين اللتين جاهدتا معي في الانجيل مع اكليمندس ايضا وباقي العاملين معي الذين اسماؤهم في سفر الحياة
Phi 4:4,افرحوا في الرب كل حين واقول ايضا افرحوا.
Phi 4:5,ليكن حلمكم معروفا عند جميع الناس. الرب قريب.
Phi 4:6,لا تهتموا بشيء بل في كل شيء بالصلاة والدعاء مع الشكر لتعلم طلباتكم لدى الله.
Phi 4:7,وسلام الله الذي يفوق كل عقل يحفظ قلوبكم وافكاركم في المسيح يسوع
Phi 4:8,اخيرا ايها الاخوة كل ما هو حق كل ما هو جليل كل ما هو عادل كل ما هو طاهر كل ما هو مسرّ كل ما صيته حسن ان كانت فضيلة وان كان مدح ففي هذه افتكروا.
Phi 4:9,وما تعلمتموه وتسلمتموه وسمعتموه ورأيتموه فيّ فهذا افعلوا واله السلام يكون معكم
Phi 4:10,ثم اني فرحت بالرب جدا لانكم الآن قد ازهر ايضا مرة اعتناؤكم بي الذي كنتم تعتنونه ولكن لم تكن لكم فرصة.
Phi 4:11,ليس اني اقول من جهة احتياج فاني قد تعلمت ان اكون مكتفيا بما انا فيه.
Phi 4:12,اعرف ان اتضع واعرف ايضا ان استفضل. في كل شيء وفي جميع الاشياء قد تدربت ان اشبع وان اجوع وان استفضل وان انقص.
Phi 4:13,استطيع كل شيء في المسيح الذي يقويني.
Phi 4:14,غير انكم فعلتم حسنا اذ اشتركتم في ضيقتي.
Phi 4:15,وانتم ايضا تعلمون ايها الفيلبيون انه في بداءة الانجيل لما خرجت من مكدونية لم تشاركني كنيسة واحدة في حساب العطاء والاخذ الا انتم وحدكم.
Phi 4:16,فانكم في تسالونيكي ايضا ارسلتم اليّ مرة ومرتين لحاجتي.
Phi 4:17,ليس اني اطلب العطية بل اطلب الثمر المتكاثر لحسابكم.
Phi 4:18,ولكني قد استوفيت كل شيء واستفضلت. قد امتلأت اذ قبلت من ابفرودتس الاشياء التي من عندكم نسيم رائحة طيبة ذبيحة مقبولة مرضية عند الله.
Phi 4:19,فيملأ الهي كل احتياجكم بحسب غناه في المجد في المسيح يسوع.
Phi 4:20,وللّه وابينا المجد الى دهر الداهرين. آمين
Phi 4:21,سلموا على كل قديس في المسيح يسوع. يسلم عليكم الاخوة الذين معي.
Phi 4:22,يسلم عليكم جميع القديسين ولا سيما الذين من بيت قيصر.
Phi 4:23,نعمة ربنا يسوع المسيح مع جميعكم آمين. كتبت الى اهل فيلبي من رومية على يد ابفرودتس
Col 1:1,بولس رسول يسوع المسيح بمشيئة الله وتيموثاوس الاخ
Col 1:2,الى القديسين في كولوسي والاخوة المؤمنين في المسيح نعمة لكم وسلام من الله ابينا والرب يسوع المسيح
Col 1:3,نشكر الله وابا ربنا يسوع المسيح كل حين مصلّين لاجلكم
Col 1:4,اذ سمعنا ايمانكم بالمسيح يسوع ومحبتكم لجميع القديسين
Col 1:5,من اجل الرجاء الموضوع لكم في السموات الذي سمعتم به قبلا في كلمة حق الانجيل
Col 1:6,الذي قد حضر اليكم كما في كل العالم ايضا وهو مثمر كما فيكم ايضا منذ يوم سمعتم وعرفتم نعمة الله بالحقيقة.
Col 1:7,كما تعلّمتم ايضا من ابفراس العبد الحبيب معنا الذي هو خادم امين للمسيح لاجلكم
Col 1:8,الذي اخبرنا ايضا بمحبتكم في الروح.
Col 1:9,من اجل ذلك نحن ايضا منذ يوم سمعنا لم نزل مصلّين وطالبين لاجلكم ان تمتلئوا من معرفة مشيئته في كل حكمة وفهم روحي
Col 1:10,لتسلكوا كما يحق للرب في كل رضى مثمرين في كل عمل صالح ونامين في معرفة الله
Col 1:11,متقوين بكل قوة بحسب قدرة مجده لكل صبر وطول اناة بفرح
Col 1:12,شاكرين الآب الذي اهّلنا لشركة ميراث القديسين في النور
Col 1:13,الذي انقذنا من سلطان الظلمة ونقلنا الى ملكوت ابن محبته
Col 1:14,الذي لنا فيه الفداء بدمه غفران الخطايا.
Col 1:15,الذي هو صورة الله غير المنظور بكر كل خليقة.
Col 1:16,فانه فيه خلق الكل ما في السموات وما على الارض ما يرى وما لا يرى سواء كان عروشا ام سيادات ام رياسات ام سلاطين. الكل به وله قد خلق.
Col 1:17,الذي هو قبل كل شيء وفيه يقوم الكل
Col 1:18,وهو راس الجسد الكنيسة. الذي هو البداءة بكر من الاموات لكي يكون هو متقدما في كل شيء.
Col 1:19,لانه فيه سرّ ان يحل كل الملء.
Col 1:20,وان يصالح به الكل لنفسه عاملا الصلح بدم صليبه بواسطته سواء كان ما على الارض ام ما في السموات.
Col 1:21,وانتم الذين كنتم قبلا اجنبيين واعداء في الفكر في الاعمال الشريرة قد صالحكم الآن
Col 1:22,في جسم بشريته بالموت ليحضركم قديسين وبلا لوم ولا شكوى امامه
Col 1:23,ان ثبتم على الايمان متأسسين وراسخين وغير منتقلين عن رجاء الانجيل الذي سمعتموه المكروز به في كل الخليقة التي تحت السماء الذي صرت انا بولس خادما له
Col 1:24,الذي الآن افرح في آلامي لاجلكم واكمل نقائص شدائد المسيح في جسمي لاجل جسده الذي هو الكنيسة
Col 1:25,التي صرت انا خادما لها حسب تدبير الله المعطى لي لاجلكم لتتميم كلمة الله
Col 1:26,السر المكتوم منذ الدهور ومنذ الاجيال لكنه الآن قد أظهر لقديسيه
Col 1:27,الذين اراد الله ان يعرّفهم ما هو غنى مجد هذا السر في الامم الذي هو المسيح فيكم رجاء المجد
Col 1:28,الذي ننادي به منذرين كل انسان ومعلمين كل انسان بكل حكمة لكي نحضر كل انسان كاملا في المسيح يسوع.
Col 1:29,الامر الذي لاجله اتعب ايضا مجاهدا بحسب عمله الذي يعمل فيّ بقوة
Col 2:1,فاني اريد ان تعلموا اي جهاد لي لاجلكم ولاجل الذين في لاودكية وجميع الذين لم يروا وجهي في الجسد
Col 2:2,لكي تتعزى قلوبهم مقترنة في المحبة لكل غنى يقين الفهم لمعرفة سرّ الله الآب والمسيح
Col 2:3,المذّخر فيه جميع كنوز الحكمة والعلم.
Col 2:4,وانما اقول هذا لئلا يخدعكم احد بكلام ملق.
Col 2:5,فاني وان كنت غائبا في الجسد لكني معكم في الروح فرحا وناظرا ترتيبكم ومتانة ايمانكم في المسيح.
Col 2:6,فكما قبلتم المسيح يسوع الرب اسلكوا فيه
Col 2:7,متأصلين ومبنيين فيه وموطدين في الايمان كما علّمتم متفاضلين فيه بالشكر.
Col 2:8,انظروا ان لا يكون احد يسبيكم بالفلسفة وبغرور باطل حسب تقليد الناس حسب اركان العالم وليس حسب المسيح.
Col 2:9,فانه فيه يحل كل ملء اللاهوت جسديا.
Col 2:10,وانتم مملوؤون فيه الذي هو راس كل رياسة وسلطان.
Col 2:11,وبه ايضا ختنتم ختانا غير مصنوع بيد بخلع جسم خطايا البشرية بختان المسيح.
Col 2:12,مدفونين معه في المعمودية التي فيها اقمتم ايضا معه بايمان عمل الله الذي اقامه من الاموات.
Col 2:13,واذ كنتم امواتا في الخطايا وغلف جسدكم احياكم معه مسامحا لكم بجميع الخطايا.
Col 2:14,اذ محا الصك الذي علينا في الفرائض الذي كان ضدا لنا وقد رفعه من الوسط مسمرا اياه بالصليب.
Col 2:15,اذ جرد الرياسات والسلاطين اشهرهم جهارا ظافرا بهم فيه
Col 2:16,فلا يحكم عليكم احد في اكل او شرب او من جهة عيد او هلال او سبت
Col 2:17,التي هي ظل الامور العتيدة اما الجسد فللمسيح.
Col 2:18,لا يخسركم احد الجعالة راغبا في التواضع وعبادة الملائكة متداخلا في ما لم ينظره منتفخا باطلا من قبل ذهنه الجسدي
Col 2:19,وغير متمسك بالراس الذي منه كل الجسد بمفاصل وربط متوازرا ومقترنا ينمو نموا من الله
Col 2:20,اذا ان كنتم قد متم مع المسيح عن اركان العالم فلماذا كانكم عائشون في العالم تفرض عليكم فرائض
Col 2:21,لا تمسّ ولا تذق ولا تجس.
Col 2:22,التي هي جميعها للفناء في الاستعمال حسب وصايا وتعاليم الناس.
Col 2:23,التي لها حكاية حكمة بعبادة نافلة وتواضع وقهر الجسد ليس بقيمة ما من جهة اشباع البشرية
Col 3:1,فان كنتم قد قمتم مع المسيح فاطلبوا ما فوق حيث المسيح جالس عن يمين الله.
Col 3:2,اهتموا بما فوق لا بما على الارض.
Col 3:3,لانكم قد متم وحياتكم مستترة مع المسيح في الله.
Col 3:4,متى اظهر المسيح حياتنا فحينئذ تظهرون انتم ايضا معه في المجد
Col 3:5,فاميتوا اعضاءكم التي على الارض الزنى النجاسة الهوى الشهوة الرديّة الطمع الذي هو عبادة الاوثان
Col 3:6,الامور التي من اجلها يأتي غضب الله على ابناء المعصية
Col 3:7,الذين بينهم انتم ايضا سلكتم قبلا حين كنتم تعيشون فيها.
Col 3:8,واما الآن فاطرحوا عنكم انتم ايضا الكل الغضب السخط الخبث التجديف الكلام القبيح من افواهكم.
Col 3:9,لا تكذبوا بعضكم على بعض اذ خلعتم الانسان العتيق مع اعماله
Col 3:10,ولبستم الجديد الذي يتجدد للمعرفة حسب صورة خالقه
Col 3:11,حيث ليس يوناني ويهودي ختان وغرلة بربري وسكيثي عبد حر بل المسيح الكل وفي الكل
Col 3:12,فالبسوا كمختاري الله القديسين المحبوبين احشاء رأفات ولطفا وتواضعا ووداعة وطول اناة
Col 3:13,محتملين بعضكم بعضا ومسامحين بعضكم بعضا ان كان لاحد على احد شكوى. كما غفر لكم المسيح هكذا انتم ايضا.
Col 3:14,وعلى جميع هذه البسوا المحبة التي هي رباط الكمال
Col 3:15,وليملك في قلوبكم سلام الله الذي اليه دعيتم في جسد واحد. وكونوا شاكرين
Col 3:16,لتسكن فيكم كلمة المسيح بغنى وانتم بكل حكمة معلّمون ومنذرون بعضكم بعضا بمزامير وتسابيح واغاني روحية بنعمة مترنمين في قلوبكم للرب
Col 3:17,وكل ما عملتم بقول او فعل فاعملوا الكل باسم الرب يسوع شاكرين الله والآب به
Col 3:18,ايتها النساء اخضعن لرجالكنّ كما يليق في الرب.
Col 3:19,ايها الرجال احبوا نساءكم ولا تكونوا قساة عليهنّ
Col 3:20,ايها الاولاد اطيعوا والديكم في كل شيء لان هذا مرضي في الرب
Col 3:21,ايها الآباء لا تغيضوا اولادكم لئلا يفشلوا.
Col 3:22,ايها العبيد اطيعوا في كل شيء سادتكم حسب الجسد لا بخدمة العين كمن يرضي الناس بل ببساطة القلب خائفين الرب.
Col 3:23,وكل ما فعلتم فاعملوا من القلب كما للرب ليس للناس
Col 3:24,عالمين انكم من الرب ستأخذون جزاء الميراث. لانكم تخدمون الرب المسيح.
Col 3:25,واما الظالم فسينال ما ظلم به وليس محاباة
Col 4:1,ايها السادة قدموا للعبيد العدل والمساواة عالمين ان لكم انتم ايضا سيدا في السموات
Col 4:2,واظبوا على الصلاة ساهرين فيها بالشكر
Col 4:3,مصلّين في ذلك لاجلنا نحن ايضا ليفتح الرب لنا بابا للكلام لنتكلم بسر المسيح الذي من اجله انا موثق ايضا
Col 4:4,كي اظهره كما يجب ان اتكلم.
Col 4:5,اسلكوا بحكمة من جهة الذين هم من خارج مفتدين الوقت.
Col 4:6,ليكن كلامكم كل حين بنعمة مصلحا بملح لتعلموا كيف يجب ان تجاوبوا كل واحد
Col 4:7,جميع احوالي سيعرّفكم بها تيخيكس الاخ الحبيب والخادم الامين والعبد معنا في الرب
Col 4:8,الذي ارسلته اليكم لهذا عينه ليعرف احوالكم ويعزي قلوبكم
Col 4:9,مع انسيمس الاخ الامين الحبيب الذي هو منكم. هما سيعرّفانكم بكل ما ههنا.
Col 4:10,يسلم عليكم ارسترخس المأسور معي ومرقس ابن اخت برنابا الذي اخذتم لاجله وصايا. ان أتى اليكم فاقبلوه.
Col 4:11,ويسوع المدعو يسطس الذين هم من الختان. هؤلاء هم وحدهم العاملون معي لملكوت الله الذين صاروا لي تسلية.
Col 4:12,يسلم عليكم ابفراس الذي هو منكم عبد للمسيح مجاهد كل حين لاجلكم بالصلوات لكي تثبتوا كاملين وممتلئين في كل مشيئة الله.
Col 4:13,فاني اشهد فيه ان له غيرة كثيرة لاجلكم ولاجل الذين في لاودكية والذين في هيرابوليس.
Col 4:14,يسلم عليكم لوقا الطبيب الحبيب وديماس.
Col 4:15,سلموا على الاخوة الذين في لاودكية وعلى نمفاس وعلى الكنيسة التي في بيته.
Col 4:16,ومتى قرئت عندكم هذه الرسالة فاجعلوها تقرأ ايضا في كنيسة اللاودكيين والتي من لاودكية تقرأونها انتم ايضا.
Col 4:17,وقولوا لارخبس انظر الى الخدمة التي قبلتها في الرب لكي تتممها.
Col 4:18,السلام بيدي انا بولس. اذكروا وثقي. النعمة معكم. آمين. كتبت الى اهل كولوسي من رومية بيد تيخيكس وأنسيمس
1Th 1:1,بولس وسلوانس وتيموثاوس الى كنيسة التسالونيكيين في الله الآب والرب يسوع المسيح. نعمة لكم وسلام من الله ابينا والرب يسوع المسيح
1Th 1:2,نشكر الله كل حين من جهة جميعكم ذاكرين اياكم في صلواتنا
1Th 1:3,متذكرين بلا انقطاع عمل ايمانكم وتعب محبتكم وصبر رجائكم ربنا يسوع المسيح امام الله وابينا
1Th 1:4,عالمين ايها الاخوة المحبوبون من الله اختياركم.
1Th 1:5,ان انجيلنا لم يصر لكم بالكلام فقط بل بالقوة ايضا وبالروح القدس وبيقين شديد كما تعرفون اي رجال كنا بينكم من اجلكم.
1Th 1:6,وانتم صرتم متمثلين بنا وبالرب اذ قبلتم الكلمة في ضيق كثير بفرح الروح القدس
1Th 1:7,حتى صرتم قدوة لجميع الذين يؤمنون في مكدونية وفي اخائية.
1Th 1:8,لانه من قبلكم قد أذيعت كلمة الرب ليس في مكدونية واخائية فقط بل في كل مكان ايضا قد ذاع ايمانكم بالله حتى ليس لنا حاجة ان نتكلم شيئا.
1Th 1:9,لانهم هم يخبرون عنا اي دخول كان لنا اليكم وكيف رجعتم الى الله من الاوثان لتعبدوا الله الحي الحقيقي
1Th 1:10,وتنتظروا ابنه من السماء الذي اقامه من الاموات يسوع الذي ينقذنا من الغضب الآتي
1Th 2:1,لانكم انتم ايها الاخوة تعلمون دخولنا اليكم انه لم يكن باطلا
1Th 2:2,بل بعدما تألمنا قبلا وبغي علينا كما تعلمون في فيلبي جاهرنا في الهنا ان نكلمكم بانجيل الله في جهاد كثير.
1Th 2:3,لان وعظنا ليس عن ضلال ولا عن دنس ولا بمكر
1Th 2:4,بل كما استحسنّا من الله ان نؤتمن على الانجيل هكذا نتكلم لا كاننا نرضي الناس بل الله الذي يختبر قلوبنا.
1Th 2:5,فاننا لم نكن قط في كلام تملق كما تعلمون ولا في علة طمع. الله شاهد.
1Th 2:6,ولا طلبنا مجدا من الناس لا منكم ولا من غيركم مع اننا قادرون ان نكون في وقار كرسل المسيح.
1Th 2:7,بل كنا مترفقين في وسطكم كما تربي المرضعة اولادها
1Th 2:8,هكذا اذ كنا حانّين اليكم كنا نرضى ان نعطيكم لا انجيل الله فقط بل انفسنا ايضا لانكم صرتم محبوبين الينا.
1Th 2:9,فانكم تذكرون ايها الاخوة تعبنا وكدّنا. اذ كنا نكرز لكم بانجيل الله ونحن عاملون ليلا ونهارا كي لا نثقل على احد منكم.
1Th 2:10,انتم شهود والله كيف بطهارة وببر وبلا لوم كنا بينكم انتم المؤمنين.
1Th 2:11,كما تعلمون كيف كنا نعظ كل واحد منكم كالاب لاولاده ونشجعكم
1Th 2:12,ونشهدكم لكي تسلكوا كما يحق لله الذي دعاكم الى ملكوته ومجده
1Th 2:13,من اجل ذلك نحن ايضا نشكر الله بلا انقطاع لانكم اذ تسلمتم منا كلمة خبر من الله قبلتموها لا ككلمة اناس بل كما هي بالحقيقة ككلمة الله التي تعمل ايضا فيكم انتم المؤمنين.
1Th 2:14,فانكم ايها الاخوة صرتم متمثلين بكنائس الله التي هي في اليهودية في المسيح يسوع لانكم تألمتم انتم ايضا من اهل عشيرتكم تلك الآلام عينها كما هم ايضا من اليهود
1Th 2:15,الذين قتلوا الرب يسوع وانبياءهم واضطهدونا نحن. وهم غير مرضين للّه واضداد لجميع الناس
1Th 2:16,يمنعوننا عن ان نكلم الامم لكي يخلصوا حتى يتمموا خطاياهم كل حين. ولكن قد ادركهم الغضب الى النهاية.
1Th 2:17,واما نحن ايها الاخوة فاذ قد فقدناكم زمان ساعة بالوجه لا بالقلب اجتهدنا اكثر باشتهاء كثير ان نرى وجوهكم.
1Th 2:18,لذلك اردنا ان نأتي اليكم انا بولس مرة ومرتين. وانما عاقنا الشيطان.
1Th 2:19,لان من هو رجاؤنا وفرحنا واكليل افتخارنا. ام لستم انتم ايضا امام ربنا يسوع المسيح في مجيئه.
1Th 2:20,لانكم انتم مجدنا وفرحنا
1Th 3:1,لذلك اذ لم نحتمل ايضا استحسنّا ان نترك في اثينا وحدنا
1Th 3:2,فارسلنا تيموثاوس اخانا وخادم الله والعامل معنا في انجيل المسيح حتى يثبتكم ويعظكم لاجل ايمانكم
1Th 3:3,كي لا يتزعزع احد في هذه الضيقات فانكم انتم تعلمون اننا موضوعون لهذا.
1Th 3:4,لاننا لما كنا عندكم سبقنا فقلنا لكم اننا عتيدون ان نتضايق كما حصل ايضا وانتم تعلمون.
1Th 3:5,من اجل هذا اذ لم احتمل ايضا ارسلت لكي اعرف ايمانكم لعل المجرب يكون قد جربكم فيصير تعبنا باطلا.
1Th 3:6,واما الآن فاذ جاء الينا تيموثاوس من عندكم وبشرنا بايمانكم ومحبتكم وبان عندكم ذكرا لنا حسنا كل حين وانتم مشتاقون ان ترونا كما نحن ايضا ان نراكم
1Th 3:7,فمن اجل هذا تعزينا ايها الاخوة من جهتكم في ضيقتنا وضرورتنا بايمانكم.
1Th 3:8,لاننا الآن نعيش ان ثبتم انتم في الرب.
1Th 3:9,لانه اي شكر نستطيع ان نعوض الى الله من جهتكم عن كل الفرح الذي نفرح به من اجلكم قدام الهنا.
1Th 3:10,طالبين ليلا ونهارا اوفر طلب ان نرى وجوهكم ونكمل نقائص ايمانكم.
1Th 3:11,والله نفسه ابونا وربنا يسوع المسيح يهدي طريقنا اليكم.
1Th 3:12,والرب ينميكم ويزيدكم في المحبة بعضكم لبعض وللجميع كما نحن ايضا لكم
1Th 3:13,لكي يثبّت قلوبكم بلا لوم في القداسة امام الله ابينا في مجيء ربنا يسوع المسيح مع جميع قديسيه
1Th 4:1,فمن ثم ايها الاخوة نسألكم ونطلب اليكم في الرب يسوع انكم كما تسلمتم منا كيف يجب ان تسلكوا وترضوا الله تزدادون اكثر.
1Th 4:2,لانكم تعلمون ايّة وصايا اعطيناكم بالرب يسوع.
1Th 4:3,لان هذه هي ارادة الله قداستكم. ان تمتنعوا عن الزنى
1Th 4:4,ان يعرف كل واحد منكم ان يقتني اناءه بقداسة وكرامة.
1Th 4:5,لا في هوى شهوة كالامم الذين لا يعرفون الله.
1Th 4:6,ان لا يتطاول احد ويطمع على اخيه في هذا الامر لان الرب منتقم لهذه كلها كما قلنا لكم قبلا وشهدنا.
1Th 4:7,لان الله لم يدعنا للنجاسة بل في القداسة.
1Th 4:8,اذا من يرذل لا يرذل انسانا بل الله الذي اعطانا ايضا روحه القدوس
1Th 4:9,واما المحبة الاخوية فلا حاجة لكم ان اكتب اليكم عنها لانكم انفسكم متعلمون من الله ان يحب بعضكم بعضا.
1Th 4:10,فانكم تفعلون ذلك ايضا لجميع الاخوة الذين في مكدونية كلها. وانما اطلب اليكم ايها الاخوة ان تزدادوا اكثر
1Th 4:11,وان تحرصوا على ان تكونوا هادئين وتمارسوا اموركم الخاصة وتشتغلوا بايديكم انتم كما اوصيناكم
1Th 4:12,لكي تسلكوا بلياقة عند الذين هم من خارج ولا تكون لكم حاجة الى احد
1Th 4:13,ثم لا اريد ان تجهلوا ايها الاخوة من جهة الراقدين لكي لا تحزنوا كالباقين الذين لا رجاء لهم.
1Th 4:14,لانه ان كنا نؤمن ان يسوع مات وقام فكذلك الراقدون بيسوع سيحضرهم الله ايضا معه.
1Th 4:15,فاننا نقول لكم هذا بكلمة الرب اننا نحن الاحياء الباقين الى مجيء الرب لا نسبق الراقدين.
1Th 4:16,لان الرب نفسه بهتاف بصوت رئيس ملائكة وبوق الله سوف ينزل من السماء والاموات في المسيح سيقومون اولا.
1Th 4:17,ثم نحن الاحياء الباقين سنخطف جميعا معهم في السحب لملاقاة الرب في الهواء. وهكذا نكون كل حين مع الرب.
1Th 4:18,لذلك عزوا بعضكم بعضا بهذا الكلام
1Th 5:1,واما الازمنة والاوقات فلا حاجة لكم ايها الاخوة ان اكتب اليكم عنها.
1Th 5:2,لانكم انتم تعلمون بالتحقيق ان يوم الرب كلص في الليل هكذا يجيء.
1Th 5:3,لانه حينما يقولون سلام وامان حينئذ يفاجئهم هلاك بغتة كالمخاض للحبلى فلا ينجون.
1Th 5:4,واما انتم ايها الاخوة فلستم في ظلمة حتى يدرككم ذلك اليوم كلص.
1Th 5:5,جميعكم ابناء نور. وابناء نهار. لسنا من ليل ولا ظلمة.
1Th 5:6,فلا ننم اذا كالباقين بل لنسهر ونصح.
1Th 5:7,لان الذين ينامون فبالليل ينامون والذين يسكرون فبالليل يسكرون.
1Th 5:8,واما نحن الذين من نهار فلنصح لابسين درع الايمان والمحبة وخوذة هي رجاء الخلاص.
1Th 5:9,لان الله لم يجعلنا للغضب بل لاقتناء الخلاص بربنا يسوع المسيح
1Th 5:10,الذي مات لاجلنا حتى اذا سهرنا او نمنا نحيا جميعا معه.
1Th 5:11,لذلك عزوا بعضكم بعضا وابنوا احدكم الآخر كما تفعلون ايضا
1Th 5:12,ثم نسألكم ايها الاخوة ان تعرفوا الذين يتعبون بينكم ويدبرونكم في الرب وينذرونكم
1Th 5:13,وان تعتبروهم كثيرا جدا في المحبة من اجل عملهم. سالموا بعضكم بعضا.
1Th 5:14,ونطلب اليكم ايها الاخوة انذروا الذين بلا ترتيب. شجعوا صغار النفوس. اسندوا الضعفاء. تأنوا على الجميع.
1Th 5:15,انظروا ان لا يجازي احد احدا عن شر بشر بل كل حين اتبعوا الخير بعضكم لبعض وللجميع.
1Th 5:16,افرحوا كل حين.
1Th 5:17,صلّوا بلا انقطاع.
1Th 5:18,اشكروا في كل شيء. لان هذه هي مشيئة الله في المسيح يسوع من جهتكم.
1Th 5:19,لا تطفئوا الروح.
1Th 5:20,لا تحتقروا النبوات.
1Th 5:21,امتحنوا كل شيء. تمسكوا بالحسن.
1Th 5:22,امتنعوا عن كل شبه شر.
1Th 5:23,واله السلام نفسه يقدسكم بالتمام ولتحفظ روحكم ونفسكم وجسدكم كاملة بلا لوم عند مجيء ربنا يسوع المسيح.
1Th 5:24,امين هو الذي يدعوكم الذي سيفعل ايضا
1Th 5:25,ايها الاخوة صلّوا لاجلنا.
1Th 5:26,سلموا على الاخوة جميعا بقبلة مقدسة.
1Th 5:27,اناشدكم بالرب ان تقرأ هذه الرسالة على جميع الاخوة القديسين.
1Th 5:28,نعمة ربنا يسوع المسيح معكم. آمين
2Th 1:1,بولس وسلوانس وتيموثاوس الى كنيسة التسالونيكيين في الله ابينا والرب يسوع المسيح
2Th 1:2,نعمة لكم وسلام من الله ابينا والرب يسوع المسيح
2Th 1:3,ينبغي لنا ان نشكر الله كل حين من جهتكم ايها الاخوة كما يحق لان ايمانكم ينمو كثيرا ومحبة كل واحد منكم جميعا بعضكم لبعض تزداد
2Th 1:4,حتى اننا نحن انفسنا نفتخر بكم في كل كنائس الله من اجل صبركم وايمانكم في جميع اضطهاداتكم والضيقات التي تحتملونها
2Th 1:5,بينة على قضاء الله العادل انكم تؤهلون لملكوت الله الذي لاجله تتألمون ايضا.
2Th 1:6,اذ هو عادل عند الله ان الذين يضايقونكم يجازيهم ضيقا
2Th 1:7,واياكم الذين تتضايقون راحة معنا عند استعلان الرب يسوع من السماء مع ملائكة قوته
2Th 1:8,في نار لهيب معطيا نقمة للذين لا يعرفون الله والذين لا يطيعون انجيل ربنا يسوع المسيح
2Th 1:9,الذين سيعاقبون بهلاك ابدي من وجه الرب ومن مجد قوته
2Th 1:10,متى جاء ليتمجد في قديسيه ويتعجب منه في جميع المؤمنين. لان شهادتنا عندكم صدقت. في ذلك اليوم.
2Th 1:11,الامر الذي لاجله نصلّي ايضا كل حين من جهتكم ان يؤهلكم الهنا للدعوة ويكمل كل مسرة الصلاح وعمل الايمان بقوة
2Th 1:12,لكي يتمجد اسم ربنا يسوع المسيح فيكم وانتم فيه بنعمة الهنا والرب يسوع المسيح
2Th 2:1,ثم نسالكم ايها الاخوة من جهة مجيء ربنا يسوع المسيح واجتماعنا اليه
2Th 2:2,ان لا تتزعزعوا سريعا عن ذهنكم ولا ترتاعوا لا بروح ولا بكلمة ولا برسالة كانها منا اي ان يوم المسيح قد حضر.
2Th 2:3,لا يخدعنكم احد على طريقة ما. لانه لا ياتي ان لم يات الارتداد اولا ويستعلن انسان الخطية ابن الهلاك
2Th 2:4,المقاوم والمرتفع على كل ما يدعى الها او معبودا حتى انه يجلس في هيكل الله كاله مظهرا نفسه انه اله.
2Th 2:5,أما تذكرون اني وانا بعد عندكم كنت اقول لكم هذا.
2Th 2:6,والآن تعلمون ما يحجز حتى يستعلن في وقته.
2Th 2:7,لان سرّ الاثم الآن يعمل فقط الى ان يرفع من الوسط الذي يحجز الآن
2Th 2:8,وحينئذ سيستعلن الاثيم الذي الرب يبيده بنفخة فمه ويبطله بظهور مجيئه.
2Th 2:9,الذي مجيئه بعمل الشيطان بكل قوة وبآيات وعجائب كاذبة
2Th 2:10,وبكل خديعة الاثم في الهالكين لانهم لم يقبلوا محبة الحق حتى يخلصوا.
2Th 2:11,ولاجل هذا سيرسل اليهم الله عمل الضلال حتى يصدقوا الكذب
2Th 2:12,لكي يدان جميع الذين لم يصدقوا الحق بل سروا بالاثم
2Th 2:13,واما نحن فينبغي لنا ان نشكر الله كل حين لاجلكم ايها الاخوة المحبوبون من الرب ان الله اختاركم من البدء للخلاص بتقديس الروح وتصديق الحق.
2Th 2:14,الامر الذي دعاكم اليه بانجيلنا لاقتناء مجد ربنا يسوع المسيح.
2Th 2:15,فاثبتوا اذا ايها الاخوة وتمسكوا بالتعاليم التي تعلمتموها سواء كان بالكلام ام برسالتنا.
2Th 2:16,وربنا نفسه يسوع المسيح والله ابونا الذي احبنا واعطانا عزاء ابديا ورجاء صالحا بالنعمة
2Th 2:17,يعزي قلوبكم ويثبتكم في كل كلام وعمل صالح
2Th 3:1,اخيرا ايها الاخوة صّلوا لاجلنا لكي تجري كلمة الرب وتتمجد كما عندكم ايضا.
2Th 3:2,ولكي ننقذ من الناس الاردياء الاشرار. لان الايمان ليس للجميع.
2Th 3:3,امين هو الرب الذي سيثبتكم ويحفظكم من الشرير.
2Th 3:4,ونثق بالرب من جهتكم انكم تفعلون ما نوصيكم به وستفعلون ايضا.
2Th 3:5,والرب يهدي قلوبكم الى محبة الله والى صبر المسيح
2Th 3:6,ثم نوصيكم ايها الاخوة باسم ربنا يسوع المسيح ان تتجنبوا كل اخ يسلك بلا ترتيب وليس حسب التعليم الذي اخذه منا.
2Th 3:7,اذ انتم تعرفون كيف يجب ان يتمثل بنا لاننا لم نسلك بلا ترتيب بينكم
2Th 3:8,ولا اكلنا خبزا مجانا من احد بل كنا نشتغل بتعب وكد ليلا ونهارا لكي لا نثقل على احد منكم.
2Th 3:9,ليس ان لا سلطان لنا بل لكي نعطيكم انفسنا قدوة حتى تتمثلوا بنا.
2Th 3:10,فاننا ايضا حين كنا عندكم اوصيناكم بهذا انه ان كان احد لا يريد ان يشتغل فلا ياكل ايضا.
