Verse,Transcription
2 Corinthians 10:6,καὶ ἐν ἑτοίμῳ ἔχοντες ἐκδικῆσαι πᾶσαν παρακοήν ὅταν πληρωθῇ ὑμῶν ἡ ὑπακοή
2 Corinthians 10:7,τὰ κατὰ πρόσωπον βλέπετε εἴ τις πέποιθεν ἑαυτῷ Χριστοῦ εἶναι τοῦτο λογιζέσθω πάλιν ἐφ' ἑαυτοῦ ὅτι καθὼς αὐτὸς Χριστοῦ οὕτως καὶ ἡμεῖς
2 Corinthians 10:8,ἐάν τε γὰρ περισσότερόν τι καυχήσομαι περὶ τῆς ἐξουσίας ἡμῶν ἧς ἔδωκεν ὁ κύριος εἰς οἰκοδομὴν καὶ οὐκ εἰς καθαίρεσιν ὑμῶν οὐκ αἰσχυνθήσομαι
2 Corinthians 10:9,ἵνα μὴ δόξω ὡς ἂν ἐκφοβεῖν ὑμᾶς διὰ τῶν ἐπιστολῶν
2 Corinthians 10:10,ὅτι αἱ ἐπιστολαὶ μέν φησίν βαρεῖαι καὶ ἰσχυραί ἡ δὲ παρουσία τοῦ σώματος ἀσθενὴς καὶ ὁ λόγος ἐξουθενημένος
2 Corinthians 10:11,τοῦτο λογιζέσθω ὁ τοιοῦτος ὅτι οἷοί ἐσμεν τῷ λόγῳ δι' ἐπιστολῶν ἀπόντες τοιοῦτοι καὶ παρόντες τῷ ἔργῳ
2 Corinthians 10:12,οὐ γὰρ τολμῶμεν ἐνκρῖναι ἢ συνκρῖναι ἑαυτούς τισιν τῶν ἑαυτοὺς συνιστανόντων ἀλλὰ αὐτοὶ ἐν ἑαυτοῖς ἑαυτοὺς μετροῦντες καὶ συνκρίνοντες ἑαυτοὺς ἑαυτοῖς οὐ συνιᾶσιν
2 Corinthians 10:13,ἡμεῖς δὲ οὐκ εἰς τὰ ἄμετρα καυχησόμεθα ἀλλὰ κατὰ τὸ μέτρον τοῦ κανόνος οὗ ἐμέρισεν ἡμῖν ὁ θεὸς μέτρου ἐφικέσθαι ἄχρι καὶ ὑμῶν
2 Corinthians 10:14,οὐ γὰρ ὡς μὴ ἐφικνούμενοι εἰς ὑμᾶς ὑπερεκτείνομεν ἑαυτούς ἄχρι γὰρ καὶ ὑμῶν ἐφθάσαμεν ἐν τῷ εὐαγγελίῳ τοῦ Χριστοῦ
2 Corinthians 10:15,οὐκ εἰς τὰ ἄμετρα καυχώμενοι ἐν ἀλλοτρίοις κόποις ἐλπίδα δὲ ἔχοντες αὐξανομένης τῆς πίστεως ὑμῶν ἐν ὑμῖν μεγαλυνθῆναι κατὰ τὸν κανόνα ἡμῶν εἰς περισσείαν
2 Corinthians 10:16,εἰς τὰ ὑπερέκεινα ὑμῶν εὐαγγελίσασθαι οὐκ ἐν ἀλλοτρίῳ κανόνι εἰς τὰ ἕτοιμα καυχήσασθαι
2 Corinthians 10:17,ὁ δὲ καυχώμενος ἐν κυρίῳ καυχάσθω
2 Corinthians 10:18,οὐ γὰρ ὁ ἑαυτὸν συνιστάνων ἐκεῖνός ἐστιν δόκιμος ἀλλ' ὃν ὁ κύριος συνίστησιν
2 Corinthians 11:1,ὄφελον ἀνείχεσθέ μου μικρόν τι ἀφροσύνης ἀλλὰ καὶ ἀνέχεσθέ μου
2 Corinthians 11:2,ζηλῶ γὰρ ὑμᾶς θεοῦ ζήλῳ ἡρμοσάμην γὰρ ὑμᾶς ἑνὶ ἀνδρὶ παρθένον ἁγνὴν παραστῆσαι τῷ Χριστῷ
2 Corinthians 11:3,φοβοῦμαι δὲ μήπως ὡς ὁ ὄφις ἐξηπάτησεν Εὔαν ἐν τῇ πανουργίᾳ αὐτοῦ φθαρῇ τὰ νοήματα ὑμῶν ἀπὸ τῆς ἁπλότητος τῆς εἰς Χριστόν
2 Corinthians 11:4,εἰ μὲν γὰρ ὁ ἐρχόμενος ἄλλον Ἰησοῦν κηρύσσει ὃν οὐκ ἐκηρύξαμεν ἢ πνεῦμα ἕτερον λαμβάνετε ὃ οὐκ ἐλάβετε ἢ εὐαγγέλιον ἕτερον ὃ οὐκ ἐδέξασθε καλῶς ἀνέχεσθε
2 Corinthians 11:5,λογίζομαι γὰρ μηδὲν ὑστερηκέναι τῶν ὑπερλίαν ἀποστόλων
2 Corinthians 11:6,εἰ δὲ καὶ ἰδιώτης τῷ λόγῳ ἀλλ' οὐ τῇ γνώσει ἀλλ' ἐν παντὶ φανερώσαντες ἐν πᾶσιν εἰς ὑμᾶς
2 Corinthians 11:7,ἢ ἁμαρτίαν ἐποίησα ἐμαυτὸν ταπεινῶν ἵνα ὑμεῖς ὑψωθῆτε ὅτι δωρεὰν τὸ τοῦ θεοῦ εὐαγγέλιον εὐηγγελισάμην ὑμῖν
2 Corinthians 11:8,ἄλλας ἐκκλησίας ἐσύλησα λαβὼν ὀψώνιον πρὸς τὴν ὑμῶν διακονίαν καὶ παρὼν πρὸς ὑμᾶς καὶ ὑστερηθεὶς οὐ κατενάρκησα οὐθενός
2 Corinthians 11:9,τὸ γὰρ ὑστέρημά μου προσανεπλήρωσαν οἱ ἀδελφοὶ ἐλθόντες ἀπὸ Μακεδονίας καὶ ἐν παντὶ ἀβαρῆ ἐμαυτὸν ὑμῖν ἐτήρησα καὶ τηρήσω
2 Corinthians 11:10,ἔστιν ἀλήθεια Χριστοῦ ἐν ἐμοὶ ὅτι ἡ καύχησις αὕτη οὐ φραγήσεται εἰς ἐμὲ ἐν τοῖς κλίμασιν τῆς Ἀχαΐας
2 Corinthians 11:11,διατί ὅτι οὐκ ἀγαπῶ ὑμᾶς ὁ θεὸς οἶδεν
2 Corinthians 11:12,ὃ δὲ ποιῶ καὶ ποιήσω ἵνα ἐκκόψω τὴν ἀφορμὴν τῶν θελόντων ἀφορμήν ἵνα ἐν ᾧ καυχῶνται εὑρεθῶσιν καθὼς καὶ ἡμεῖς
2 Corinthians 11:13,οἱ γὰρ τοιοῦτοι ψευδαπόστολοι ἐργάται δόλιοι μετασχηματιζόμενοι εἰς ἀποστόλους Χριστοῦ
2 Corinthians 11:14,καὶ οὐ θαῦμα αὐτὸς γὰρ ὁ σατανᾶς μετασχηματίζεται εἰς ἄγγελον φωτός
2 Corinthians 11:15,οὐ μέγα οὖν εἰ καὶ οἱ διάκονοι αὐτοῦ μετασχηματίζονται ὡς διάκονοι δικαιοσύνης ὧν τὸ τέλος ἔσται κατὰ τὰ ἔργα αὐτῶν
2 Corinthians 11:16,πάλιν λέγω μή τίς με δόξῃ ἄφρονα εἶναι εἰ δὲ μήγε κἂν ὡς ἄφρονα δέξασθέ με ἵνα κἀγὼ μικρόν τι καυχήσωμαι
2 Corinthians 11:17,ὃ λαλῶ οὐ κατὰ κύριον λαλῶ ἀλλ' ὡς ἐν ἀφροσύνῃ ἐν ταύτῃ τῇ ὑποστάσει τῆς καυχήσεως
2 Corinthians 11:18,ἐπεὶ πολλοὶ καυχῶνται κατὰ σάρκα κἀγὼ καυχήσομαι
2 Corinthians 11:19,ἡδέως γὰρ ἀνέχεσθε τῶν ἀφρόνων φρόνιμοι ὄντες
2 Corinthians 11:20,ἀνέχεσθε γὰρ εἴ τις ὑμᾶς καταδουλοῖ εἴ τις κατεσθίει εἴ τις λαμβάνει εἴ τις ἐπαίρεται εἴ τις εἰς πρόσωπον ὑμᾶς δέρει
2 Corinthians 11:21,κατὰ ἀτιμίαν λέγω ὡς ὅτι ἡμεῖς ἠσθενήκαμεν ἐν ᾧ δ' ἄν τις τολμᾷ ἐν ἀφροσύνῃ λέγω τολμῶ κἀγώ
2 Corinthians 11:22,Ἑβραῖοί εἰσιν κἀγώ Ἰσραηλεῖταί εἰσιν κἀγώ σπέρμα Ἀβραάμ εἰσιν κἀγώ
2 Corinthians 11:23,διάκονοι Χριστοῦ εἰσιν παραφρονῶν λαλῶ ὑπὲρ ἐγώ ἐν κόποις περισσοτέρως ἐν πληγαῖς περισσοτέρως ἐν φυλακαῖς ὑπερβαλλόντως ἐν θανάτοις πολλάκις
2 Corinthians 11:24,ὑπὸ Ἰουδαίων πεντάκις τεσσεράκοντα παρὰ μίαν ἔλαβον
2 Corinthians 11:25,τρὶς ἐραβδίσθην ἅπαξ ἐλιθάσθην τρὶς ἐναυάγησα νυχθήμερον ἐν τῷ βυθῷ πεποίηκα
2 Corinthians 11:26,ὁδοιπορίαις πολλάκις κινδύνοις ποταμῶν κινδύνοις λῃστῶν κινδύνοις ἐκ γένους κινδύνοις ἐξ ἐθνῶν κινδύνοις ἐν πόλει κινδύνοις ἐν ἐρημίᾳ κινδύνοις ἐν θαλάσσῃ κινδύνοις ἐν ψευδαδέλφοις
2 Corinthians 11:27,κόπῳ καὶ μόχθῳ ἐν ἀγρυπνίαις πολλάκις ἐν λιμῷ καὶ δίψει ἐν νηστείαις πολλάκις ἐν ψύχει καὶ γυμνότητι
2 Corinthians 11:28,χωρὶς τῶν παρεκτὸς ἡ ἐπίστασίς μοι ἡ καθ' ἡμέραν ἡ μέριμνα πασῶν τῶν ἐκκλησιῶν
2 Corinthians 11:29,τίς ἀσθενεῖ καὶ οὐκ ἀσθενῶ τίς σκανδαλίζεται καὶ οὐκ ἐγὼ πυροῦμαι
2 Corinthians 11:30,εἰ καυχᾶσθαι δεῖ τὰ τῆς ἀσθενείας μου καυχήσομαι
2 Corinthians 11:31,ὁ θεὸς καὶ πατὴρ τοῦ κυρίου Ἰησοῦ οἶδεν ὁ ὢν εὐλογητὸς εἰς τοὺς αἰῶνας ὅτι οὐ ψεύδομαι
2 Corinthians 11:32,ἐν Δαμασκῷ ὁ ἐθνάρχης Ἁρέτα τοῦ βασιλέως ἐφρούρει τὴν πόλιν Δαμασκηνῶν πιάσαι με
2 Corinthians 11:33,καὶ διὰ θυρίδος ἐν σαργάνῃ ἐχαλάσθην διὰ τοῦ τείχους καὶ ἐξέφυγον τὰς χεῖρας αὐτοῦ
2 Corinthians 12:1,καυχᾶσθαι δεῖ οὐ συμφέρον μέν ἐλεύσομαι δὲ εἰς ὀπτασίας καὶ ἀποκαλύψεις κυρίου
2 Corinthians 12:2,οἶδα ἄνθρωπον ἐν Χριστῷ πρὸ ἐτῶν δεκατεσσάρων εἴτε ἐν σώματι οὐκ οἶδα εἴτε ἐκτὸς τοῦ σώματος οὐκ οἶδα ὁ θεὸς οἶδεν ἁρπαγέντα τὸν τοιοῦτον ἕως τρίτου οὐρανοῦ
2 Corinthians 12:3,καὶ οἶδα τὸν τοιοῦτον ἄνθρωπον εἴτε ἐν σώματι εἴτε χωρὶς τοῦ σώματος οὐκ οἶδα ὁ θεὸς οἶδεν
2 Corinthians 12:4,ὅτι ἡρπάγη εἰς τὸν παράδεισον καὶ ἤκουσεν ἄρρητα ῥήματα ἃ οὐκ ἐξὸν ἀνθρώπῳ λαλῆσαι
2 Corinthians 12:5,ὑπὲρ τοῦ τοιούτου καυχήσομαι ὑπὲρ δὲ ἐμαυτοῦ οὐ καυχήσομαι εἰ μὴ ἐν ταῖς ἀσθενείαις μου
2 Corinthians 12:6,ἐὰν γὰρ θελήσω καυχήσασθαι οὐκ ἔσομαι ἄφρων ἀλήθειαν γὰρ ἐρῶ φείδομαι δέ μή τις εἰς ἐμὲ λογίσηται ὑπὲρ ὃ βλέπει με ἢ ἀκούει ἐξ ἐμοῦ
2 Corinthians 12:7,καὶ τῇ ὑπερβολῇ τῶν ἀποκαλύψεων ἵνα μὴ ὑπεραίρωμαι ἐδόθη μοι σκόλοψ τῇ σαρκί ἄγγελος σατανᾶ ἵνα με κολαφίζῃ ἵνα μὴ ὑπεραίρωμαι
2 Corinthians 12:8,ὑπὲρ τούτου τρὶς τὸν κύριον παρεκάλεσα ἵνα ἀποστῇ ἀπ' ἐμοῦ
2 Corinthians 12:9,καὶ εἴρηκέν μοι ἀρκεῖ σοι ἡ χάρις μου ἡ γὰρ δύναμις ἐν ἀσθενείᾳ τελεῖται ἥδιστα οὖν μᾶλλον καυχήσομαι ἐν ταῖς ἀσθενείαις μου ἵνα ἐπισκηνώσῃ ἐπ' ἐμὲ ἡ δύναμις τοῦ Χριστοῦ
2 Corinthians 12:10,διὸ εὐδοκῶ ἐν ἀσθενείαις ἐν ὕβρεσιν ἐν ἀνάγκαις ἐν διωγμοῖς καὶ στενοχωρίαις ὑπὲρ Χριστοῦ ὅταν γὰρ ἀσθενῶ τότε δυνατός εἰμι
2 Corinthians 12:11,γέγονα ἄφρων ὑμεῖς με ἠναγκάσατε ἐγὼ γὰρ ὤφειλον ὑφ' ὑμῶν συνίστασθαι οὐδὲν γὰρ ὑστέρησα τῶν ὑπερλίαν ἀποστόλων εἰ καὶ οὐδέν εἰμι
2 Corinthians 12:12,τὰ μὲν σημεῖα τοῦ ἀποστόλου κατειργάσθη ἐν ὑμῖν ἐν πάσῃ ὑπομονῇ σημείοις τε καὶ τέρασιν καὶ δυνάμεσιν
2 Corinthians 12:13,τί γάρ ἐστιν ὃ ἡσσώθητε ὑπὲρ τὰς λοιπὰς ἐκκλησίας εἰ μὴ ὅτι αὐτὸς ἐγὼ οὐ κατενάρκησα ὑμῶν χαρίσασθέ μοι τὴν ἀδικίαν ταύτην
2 Corinthians 12:14,ἰδοὺ τρίτον τοῦτο ἑτοίμως ἔχω ἐλθεῖν πρὸς ὑμᾶς καὶ οὐ καταναρκήσω οὐ γὰρ ζητῶ τὰ ὑμῶν ἀλλὰ ὑμᾶς οὐ γὰρ ὀφείλει τὰ τέκνα τοῖς γονεῦσιν θησαυρίζειν ἀλλὰ οἱ γονεῖς τοῖς τέκνοις
2 Corinthians 12:15,ἐγὼ δὲ ἥδιστα δαπανήσω καὶ ἐκδαπανηθήσομαι ὑπὲρ τῶν ψυχῶν ὑμῶν εἰ περισσοτέρως ὑμᾶς ἀγαπῶ ἧττον ἀγαπῶμαι
2 Corinthians 12:16,ἔστω δέ ἐγὼ οὐ κατεβάρησα ὑμᾶς ἀλλὰ ὑπάρχων πανοῦργος δόλῳ ὑμᾶς ἔλαβον
2 Corinthians 12:17,μή τινα ὧν ἀπέσταλκα πρὸς ὑμᾶς δι' αὐτοῦ ἐπλεονέκτησα ὑμᾶς
2 Corinthians 12:18,παρεκάλεσα Τίτον καὶ συναπέστειλα τὸν ἀδελφόν μήτι ἐπλεονέκτησεν ὑμᾶς Τίτος οὐ τῷ αὐτῷ πνεύματι περιεπατήσαμεν οὐ τοῖς αὐτοῖς ἴχνεσιν
2 Corinthians 12:19,πάλαι δοκεῖτε ὅτι ὑμῖν ἀπολογούμεθα κατέναντι θεοῦ ἐν Χριστῷ λαλοῦμεν τὰ δὲ πάντα ἀγαπητοί ὑπὲρ τῆς ὑμῶν οἰκοδομῆς
2 Corinthians 12:20,φοβοῦμαι γὰρ μήπως ἐλθὼν οὐχ οἵους θέλω εὕρω ὑμᾶς κἀγὼ εὑρεθῶ ὑμῖν οἷον οὐ θέλετε μήπως ἔρις ζῆλος θυμοί ἐριθείαι καταλαλιαί ψιθυρισμοί φυσιώσεις ἀκαταστασίαι
2 Corinthians 12:21,μὴ πάλιν ἐλθόντος μου ταπεινώσει με ὁ θεός μου πρὸς ὑμᾶς καὶ πενθήσω πολλοὺς τῶν προημαρτηκότων καὶ μὴ μετανοησάντων ἐπὶ τῇ ἀκαθαρσίᾳ καὶ πορνείᾳ καὶ ἀσελγείᾳ ᾗ ἔπραξαν
2 Corinthians 13:1,τρίτον τοῦτο ἔρχομαι πρὸς ὑμᾶς ἐπὶ στόματος δύο μαρτύρων καὶ τριῶν σταθήσεται πᾶν ῥῆμα
2 Corinthians 13:2,προείρηκα καὶ προλέγω ὡς παρὼν τὸ δεύτερον καὶ ἀπὼν νῦν τοῖς προημαρτηκόσιν καὶ τοῖς λοιποῖς πᾶσιν ὅτι ἐὰν ἔλθω εἰς τὸ πάλιν οὐ φείσομαι
2 Corinthians 13:3,ἐπεὶ δοκιμὴν ζητεῖτε τοῦ ἐν ἐμοὶ λαλοῦντος Χριστοῦ ὃς εἰς ὑμᾶς οὐκ ἀσθενεῖ ἀλλὰ δυνατεῖ ἐν ὑμῖν
2 Corinthians 13:4,καὶ γὰρ ἐσταυρώθη ἐξ ἀσθενείας ἀλλὰ ζῇ ἐκ δυνάμεως θεοῦ καὶ γὰρ ἡμεῖς ἀσθενοῦμεν ἐν αὐτῷ ἀλλὰ ζήσομεν σὺν αὐτῷ ἐκ δυνάμεως θεοῦ εἰς ὑμᾶς
2 Corinthians 13:5,ἑαυτοὺς πειράζετε εἰ ἐστὲ ἐν τῇ πίστει ἑαυτοὺς δοκιμάζετε ἢ οὐκ ἐπιγινώσκετε ἑαυτοὺς ὅτι Χριστὸς Ἰησοῦς ἐν ὑμῖν εἰ μήτι ἀδόκιμοί ἐστε
2 Corinthians 13:6,ἐλπίζω δὲ ὅτι γνώσεσθε ὅτι ἡμεῖς οὐκ ἐσμὲν ἀδόκιμοι
2 Corinthians 13:7,εὐχόμεθα δὲ πρὸς τὸν θεὸν μὴ ποιῆσαι ὑμᾶς κακὸν μηδέν οὐχ ἵνα ἡμεῖς δόκιμοι φανῶμεν ἀλλ' ἵνα ὑμεῖς τὸ καλὸν ποιῆτε ἡμεῖς δὲ ὡς ἀδόκιμοι ὦμεν
2 Corinthians 13:8,οὐ γὰρ δυνάμεθά τι κατὰ τῆς ἀληθείας ἀλλὰ ὑπὲρ τῆς ἀληθείας
2 Corinthians 13:9,χαίρομεν γὰρ ὅταν ἡμεῖς ἀσθενῶμεν ὑμεῖς δὲ δυνατοὶ ἦτε τοῦτο καὶ εὐχόμεθα τὴν ὑμῶν κατάρτισιν
2 Corinthians 13:10,διὰ τοῦτο ταῦτα ἀπὼν γράφω ἵνα παρὼν μὴ ἀποτόμως χρήσωμαι κατὰ τὴν ἐξουσίαν ἣν ὁ κύριος ἔδωκέν μοι εἰς οἰκοδομὴν καὶ οὐκ εἰς καθαίρεσιν
2 Corinthians 13:11,λοιπόν ἀδελφοί χαίρετε καταρτίζεσθε παρακαλεῖσθε τὸ αὐτὸ φρονεῖτε εἰρηνεύετε καὶ ὁ θεὸς τῆς ἀγάπης καὶ εἰρήνης ἔσται μεθ' ὑμῶν
2 Corinthians 13:12,ἀσπάσασθε ἀλλήλους ἐν ἁγίῳ φιλήματι ἀσπάζονται ὑμᾶς οἱ ἅγιοι πάντες
2 Corinthians 13:13,ἡ χάρις τοῦ κυρίου Ἰησοῦ Χριστοῦ καὶ ἡ ἀγάπη τοῦ θεοῦ καὶ ἡ κοινωνία τοῦ ἁγίου πνεύματος μετὰ πάντων ὑμῶν
2 Corinthians 13:14,
Galatians 1:1,Παῦλος ἀπόστολος οὐκ ἀπ' ἀνθρώπων οὐδὲ δι' ἀνθρώπου ἀλλὰ διὰ Ἰησοῦ Χριστοῦ καὶ θεοῦ πατρὸς τοῦ ἐγείραντος αὐτὸν ἐκ νεκρῶν
Galatians 1:2,καὶ οἱ σὺν ἐμοὶ πάντες ἀδελφοί ταῖς ἐκκλησίαις τῆς Γαλατίας
Galatians 1:3,χάρις ὑμῖν καὶ εἰρήνη ἀπὸ θεοῦ πατρὸς καὶ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ
Galatians 1:4,τοῦ δόντος ἑαυτὸν περὶ τῶν ἁμαρτιῶν ἡμῶν ὅπως ἐξέληται ἡμᾶς ἐκ τοῦ αἰῶνος τοῦ ἐνεστῶτος πονηροῦ κατὰ τὸ θέλημα τοῦ θεοῦ καὶ πατρὸς ἡμῶν
Galatians 1:5,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων ἀμήν
Galatians 1:6,θαυμάζω ὅτι οὕτως ταχέως μετατίθεσθε ἀπὸ τοῦ καλέσαντος ὑμᾶς ἐν χάριτι Χριστοῦ εἰς ἕτερον εὐαγγέλιον
Galatians 1:7,ὃ οὐκ ἔστιν ἄλλο εἰ μή τινές εἰσιν οἱ ταράσσοντες ὑμᾶς καὶ θέλοντες μεταστρέψαι τὸ εὐαγγέλιον τοῦ Χριστοῦ
Galatians 1:8,ἀλλὰ καὶ ἐὰν ἡμεῖς ἢ ἄγγελος ἐξ οὐρανοῦ εὐαγγελίσηται παρ' ὃ εὐηγγελισάμεθα ὑμῖν ἀνάθεμα ἔστω
Galatians 1:9,ὡς προειρήκαμεν καὶ ἄρτι πάλιν λέγω εἴ τις ὑμᾶς εὐαγγελίζεται παρ' ὃ παρελάβετε ἀνάθεμα ἔστω
Galatians 1:10,ἄρτι γὰρ ἀνθρώπους πείθω ἢ τὸν θεόν ἢ ζητῶ ἀνθρώποις ἀρέσκειν εἰ ἔτι ἀνθρώποις ἤρεσκον Χριστοῦ δοῦλος οὐκ ἂν ἤμην
Galatians 1:11,γνωρίζω δὲ ὑμῖν ἀδελφοί τὸ εὐαγγέλιον τὸ εὐαγγελισθὲν ὑπ' ἐμοῦ ὅτι οὐκ ἔστιν κατὰ ἄνθρωπον
Galatians 1:12,οὐδὲ γὰρ ἐγὼ παρὰ ἀνθρώπου παρέλαβον αὐτό οὔτε ἐδιδάχθην ἀλλὰ δι' ἀποκαλύψεως Ἰησοῦ Χριστοῦ
Galatians 1:13,ἠκούσατε γὰρ τὴν ἐμὴν ἀναστροφήν ποτε ἐν τῷ Ἰουδαϊσμῷ ὅτι καθ' ὑπερβολὴν ἐδίωκον τὴν ἐκκλησίαν τοῦ θεοῦ καὶ ἐπόρθουν αὐτήν
Galatians 1:14,καὶ προέκοπτον ἐν τῷ Ἰουδαϊσμῷ ὑπὲρ πολλοὺς συνηλικιώτας ἐν τῷ γένει μου περισσοτέρως ζηλωτὴς ὑπάρχων τῶν πατρικῶν μου παραδόσεων
Galatians 1:15,ὅτε δὲ εὐδόκησεν ὁ ἀφορίσας με ἐκ κοιλίας μητρός μου καὶ καλέσας διὰ τῆς χάριτος αὐτοῦ
Galatians 1:16,ἀποκαλύψαι τὸν υἱὸν αὐτοῦ ἐν ἐμοὶ ἵνα εὐαγγελίζωμαι αὐτὸν ἐν τοῖς ἔθνεσιν εὐθέως οὐ προσανεθέμην σαρκὶ καὶ αἵματι
Galatians 1:17,οὐδὲ ἀνῆλθον εἰς Ἱεροσόλυμα πρὸς τοὺς πρὸ ἐμοῦ ἀποστόλους ἀλλὰ ἀπῆλθον εἰς Ἀραβίαν καὶ πάλιν ὑπέστρεψα εἰς Δαμασκόν
Galatians 1:18,ἔπειτα μετὰ τρία ἔτη ἀνῆλθον εἰς Ἱεροσόλυμα ἱστορῆσαι Κηφᾶν καὶ ἐπέμεινα πρὸς αὐτὸν ἡμέρας δεκαπέντε
Galatians 1:19,ἕτερον δὲ τῶν ἀποστόλων οὐκ εἶδον εἰ μὴ Ἰάκωβον τὸν ἀδελφὸν τοῦ κυρίου
Galatians 1:20,ἃ δὲ γράφω ὑμῖν ἰδοὺ ἐνώπιον τοῦ θεοῦ ὅτι οὐ ψεύδομαι
Galatians 1:21,ἔπειτα ἦλθον εἰς τὰ κλίματα τῆς Συρίας καὶ τῆς Κιλικίας
Galatians 1:22,ἤμην δὲ ἀγνοούμενος τῷ προσώπῳ ταῖς ἐκκλησίαις τῆς Ἰουδαίας ταῖς ἐν Χριστῷ
Galatians 1:23,μόνον δὲ ἀκούοντες ἦσαν ὅτι ὁ διώκων ἡμᾶς ποτε νῦν εὐαγγελίζεται τὴν πίστιν ἥν ποτε ἐπόρθει
Galatians 1:24,καὶ ἐδόξαζον ἐν ἐμοὶ τὸν θεόν
Galatians 2:1,ἔπειτα διὰ δεκατεσσάρων ἐτῶν πάλιν ἀνέβην εἰς Ἱεροσόλυμα μετὰ Βαρναβᾶ συνπαραλαβὼν καὶ Τίτον
Galatians 2:2,ἀνέβην δὲ κατὰ ἀποκάλυψιν καὶ ἀνεθέμην αὐτοῖς τὸ εὐαγγέλιον ὃ κηρύσσω ἐν τοῖς ἔθνεσιν κατ' ἰδίαν δὲ τοῖς δοκοῦσιν μήπως εἰς κενὸν τρέχω ἢ ἔδραμον
Galatians 2:3,ἀλλ' οὐδὲ Τίτος ὁ σὺν ἐμοί Ἕλλην ὤν ἠναγκάσθη περιτμηθῆναι
Galatians 2:4,διὰ δὲ τοὺς παρεισάκτους ψευδαδέλφους οἵτινες παρεισῆλθον κατασκοπῆσαι τὴν ἐλευθερίαν ἡμῶν ἣν ἔχομεν ἐν Χριστῷ Ἰησοῦ ἵνα ἡμᾶς καταδουλώσουσιν
Galatians 2:5,οἷς οὐδὲ πρὸς ὥραν εἴξαμεν τῇ ὑποταγῇ ἵνα ἡ ἀλήθεια τοῦ εὐαγγελίου διαμείνῃ πρὸς ὑμᾶς
Galatians 2:6,ἀπὸ δὲ τῶν δοκούντων εἶναί τι ὁποῖοί ποτε ἦσαν οὐδέν μοι διαφέρει πρόσωπον ὁ θεὸς ἀνθρώπου οὐ λαμβάνει ἐμοὶ γὰρ οἱ δοκοῦντες οὐδὲν προσανέθεντο
Galatians 2:7,ἀλλὰ τοὐναντίον ἰδόντες ὅτι πεπίστευμαι τὸ εὐαγγέλιον τῆς ἀκροβυστίας καθὼς Πέτρος τῆς περιτομῆς
Galatians 2:8,ὁ γὰρ ἐνεργήσας Πέτρῳ εἰς ἀποστολὴν τῆς περιτομῆς ἐνήργησεν καὶ ἐμοὶ εἰς τὰ ἔθνη
Galatians 2:9,καὶ γνόντες τὴν χάριν τὴν δοθεῖσάν μοι Ἰάκωβος καὶ Κηφᾶς καὶ Ἰωάννης οἱ δοκοῦντες στῦλοι εἶναι δεξιὰς ἔδωκαν ἐμοὶ καὶ Βαρναβᾷ κοινωνίας ἵνα ἡμεῖς εἰς τὰ ἔθνη αὐτοὶ δὲ εἰς τὴν περιτομήν
Galatians 2:10,μόνον τῶν πτωχῶν ἵνα μνημονεύωμεν ὃ καὶ ἐσπούδασα αὐτὸ τοῦτο ποιῆσαι
Galatians 2:11,ὅτε δὲ ἦλθεν Κηφᾶς εἰς Ἀντιόχειαν κατὰ πρόσωπον αὐτῷ ἀντέστην ὅτι κατεγνωσμένος ἦν
Galatians 2:12,πρὸ τοῦ γὰρ ἐλθεῖν τινας ἀπὸ Ἰακώβου μετὰ τῶν ἐθνῶν συνήσθιεν ὅτε δὲ ἦλθον ὑπέστελλεν καὶ ἀφώριζεν ἑαυτόν φοβούμενος τοὺς ἐκ περιτομῆς
Galatians 2:13,καὶ συνυπεκρίθησαν αὐτῷ καὶ οἱ λοιποὶ Ἰουδαῖοι ὥστε καὶ Βαρναβᾶς συναπήχθη αὐτῶν τῇ ὑποκρίσει
Galatians 2:14,ἀλλ' ὅτε εἶδον ὅτι οὐκ ὀρθοποδοῦσιν πρὸς τὴν ἀλήθειαν τοῦ εὐαγγελίου εἶπον τῷ Κηφᾷ ἔμπροσθεν πάντων εἰ σὺ Ἰουδαῖος ὑπάρχων ἐθνικῶς καὶ οὐχ Ἰουδαϊκῶς ζῇς πῶς τὰ ἔθνη ἀναγκάζεις ἰουδαΐζειν
Galatians 2:15,ἡμεῖς φύσει Ἰουδαῖοι καὶ οὐκ ἐξ ἐθνῶν ἁμαρτωλοί
Galatians 2:16,εἰδότες δὲ ὅτι οὐ δικαιοῦται ἄνθρωπος ἐξ ἔργων νόμου ἐὰν μὴ διὰ πίστεως Χριστοῦ Ἰησοῦ καὶ ἡμεῖς εἰς Χριστὸν Ἰησοῦν ἐπιστεύσαμεν ἵνα δικαιωθῶμεν ἐκ πίστεως Χριστοῦ καὶ οὐκ ἐξ ἔργων νόμου ὅτι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σάρξ
Galatians 2:17,εἰ δὲ ζητοῦντες δικαιωθῆναι ἐν Χριστῷ εὑρέθημεν καὶ αὐτοὶ ἁμαρτωλοί ἆρα Χριστὸς ἁμαρτίας διάκονος μὴ γένοιτο
